group	lib.size	norm.factors	eff.lib.size
Control_rep1	1000028	0.995841972528912	995869.856104143
Control_rep2	1000099	0.955695907836219	955790.521731094
Control_rep3	1000065	0.930490448653008	930550.93053217
Control_rep4	1000028	1.02302999082421	1023058.63566395
Fear_rep1	999895	1.00457212605505	1004466.64598181
Fear_rep2	999993	1.04652856914823	1046521.24344825
Fear_rep3	999934	1.0514887098733	1051419.31161845
Fear_rep4	1000056	0.998510728537077	998566.645137875
