"","SRR1408848","SRR1408849","SRR1408850","SRR1408851","SRR1408852","SRR1408853","SRR1408854","SRR1408855"
"Cbr1",398,337,152,161,352,440,221,137
"Cbr2",13,0,1,11,0,29,0,0
"Cbr3",51,24,46,60,48,67,34,36
"Cbr4",98,71,136,69,109,83,166,87
"Cbs",196,123,71,54,93,163,48,46
"Cbwd1",170,126,160,168,174,168,152,136
"Cbx1",417,402,457,234,294,252,389,402
"Cbx2",4,9,5,7,15,7,9,0
"Cbx3",104,86,76,63,96,127,79,61
"Cbx4",259,227,278,115,351,390,195,228
"Cbx5",2851,3378,4931,3661,3023,2675,4261,3917
"Cbx6",4677,4262,2724,2072,3504,5036,2242,2188
"Cbx7",14,10,6,3,22,16,14,3
"Cbx8",30,51,18,42,43,38,11,6
"Cby1",165,149,84,58,187,256,84,51
"Cby3",2,0,2,0,0,0,0,0
"Cc2d1a",158,195,36,37,142,231,62,29
"Cc2d1b",154,116,110,71,117,120,92,70
"Cc2d2a",188,178,158,136,203,226,165,168
"Cc2d2b",0,0,8,0,0,1,0,0
"Ccar1",607,610,626,508,476,472,425,511
"Ccar2",626,624,428,486,725,723,567,324
"Ccbe1",123,59,134,91,102,122,94,107
"Ccdc102a",4,6,3,0,0,8,0,10
"Ccdc103",6,12,24,9,31,15,11,20
"Ccdc105",0,0,2,0,0,0,0,0
"Ccdc106",107,199,39,42,118,133,55,30
"Ccdc107",108,101,50,42,96,109,41,28
"Ccdc110",1,17,10,7,6,0,6,4
"Ccdc112",141,121,78,64,102,116,73,108
"Ccdc113",26,27,24,22,14,28,2,19
"Ccdc114",7,12,8,5,2,0,0,9
"Ccdc115",105,67,66,127,60,86,113,94
"Ccdc116",14,4,9,1,35,32,10,25
"Ccdc117",263,242,600,374,355,325,359,287
"Ccdc12",46,43,7,7,24,45,13,7
"Ccdc120",101,127,53,68,85,102,57,46
"Ccdc121",3,8,3,12,0,0,4,2
"Ccdc122",26,12,18,22,9,5,10,0
"Ccdc124",100,89,35,11,99,167,14,11
"Ccdc125",4,0,11,0,0,0,1,1
"Ccdc126",160,141,161,131,229,152,159,176
"Ccdc127",1064,1032,1095,945,774,932,912,1039
"Ccdc13",8,18,8,5,39,37,11,1
"Ccdc130",50,55,32,6,60,92,30,13
"Ccdc134",77,68,42,22,38,58,23,20
"Ccdc136",891,787,414,304,511,905,368,335
"Ccdc137",142,155,117,96,88,118,124,106
"Ccdc138",38,35,37,45,39,59,31,62
"Ccdc14",26,23,45,8,29,24,31,23
"Ccdc141",128,140,181,131,170,195,112,153
"Ccdc142",10,10,9,2,23,8,0,2
"Ccdc146",9,1,1,0,0,0,1,0
"Ccdc148",232,241,316,258,220,208,358,349
"Ccdc149",793,750,661,551,622,747,623,563
"Ccdc15",12,9,31,21,6,19,15,22
"Ccdc150",1,0,0,0,0,0,0,0
"Ccdc151",44,20,39,7,17,49,13,13
"Ccdc152",0,0,4,7,0,3,18,10
"Ccdc153",1,1,30,0,0,4,0,3
"Ccdc157",161,188,185,120,191,229,105,150
"Ccdc158",0,6,5,9,18,7,3,4
"Ccdc159",17,22,11,1,35,49,19,7
"Ccdc160",13,27,28,12,21,20,36,17
"Ccdc162",4,4,4,0,7,4,9,0
"Ccdc163",7,0,6,3,8,7,0,6
"Ccdc166",35,18,19,36,34,66,49,28
"Ccdc167",39,69,65,12,35,45,39,30
"Ccdc169",0,0,1,0,0,0,0,0
"Ccdc17",3,6,13,6,8,2,3,2
"Ccdc170",0,0,12,0,4,0,0,1
"Ccdc171",13,11,3,0,22,24,29,9
"Ccdc172",1,1,1,12,0,0,0,0
"Ccdc173",20,14,44,19,10,21,13,10
"Ccdc174",115,123,133,54,110,123,90,79
"Ccdc175",0,0,0,0,4,0,1,0
"Ccdc177",125,158,130,144,92,178,134,120
"Ccdc178",0,0,3,0,0,0,0,3
"Ccdc18",13,31,30,28,10,21,18,19
"Ccdc181",267,252,263,226,235,334,305,238
"Ccdc183",13,15,7,1,15,15,8,12
"Ccdc184",276,205,253,158,176,189,164,166
"Ccdc186",718,557,737,603,551,797,777,723
"Ccdc187",0,0,0,0,0,2,0,0
"Ccdc188",1,7,0,0,7,2,4,3
"Ccdc189",19,5,6,6,12,30,21,3
"Ccdc190",296,240,509,203,146,243,138,217
"Ccdc191",20,27,27,12,34,15,39,28
"Ccdc192",3,0,1,0,0,0,2,0
"Ccdc201",0,0,0,0,0,0,0,4
"Ccdc22",43,70,19,14,26,83,19,14
"Ccdc24",7,3,2,0,3,3,0,0
"Ccdc25",679,568,638,604,595,707,632,626
"Ccdc27",3,2,1,6,22,13,0,1
"Ccdc28a",77,135,87,74,153,198,162,88
"Ccdc28b",88,81,33,24,45,52,21,20
"Ccdc3",86,175,328,396,149,220,668,207
"Ccdc30",68,71,50,34,51,80,62,46
"Ccdc32",576,489,505,492,555,740,445,443
"Ccdc34",120,137,104,72,110,100,95,60
"Ccdc38",0,8,0,1,17,0,0,6
"Ccdc39",49,55,40,44,44,63,66,42
"Ccdc40",4,0,1,0,7,0,1,4
"Ccdc42",2,12,1,11,7,0,0,0
"Ccdc43",186,213,200,282,197,175,155,252
"Ccdc47",1077,1032,1342,1283,1005,971,1164,1113
"Ccdc50",644,650,1033,760,573,666,957,950
"Ccdc51",47,47,17,16,50,39,6,16
"Ccdc57",22,27,3,10,26,20,5,7
"Ccdc58",38,17,34,39,24,54,15,12
"Ccdc59",257,195,232,203,189,154,146,139
"Ccdc6",725,701,669,597,658,852,668,734
"Ccdc60",0,1,5,5,3,3,4,2
"Ccdc61",26,35,11,4,11,10,2,5
"Ccdc62",9,6,0,10,4,12,4,2
"Ccdc63",0,0,0,0,0,5,5,0
"Ccdc65",77,104,60,71,102,103,82,82
"Ccdc66",92,68,90,77,130,94,76,94
"Ccdc68",0,0,2,0,0,0,0,0
"Ccdc69",3,0,1,4,0,0,0,5
"Ccdc71",207,151,101,111,179,252,164,83
"Ccdc71l",227,274,345,232,147,299,416,262
"Ccdc73",40,51,62,35,46,51,25,48
"Ccdc74a",55,84,36,36,77,118,39,30
"Ccdc77",25,1,9,29,8,39,10,13
"Ccdc78",2,0,3,0,7,4,0,2
"Ccdc7b",0,0,0,0,0,6,0,3
"Ccdc8",13,26,14,20,16,18,11,18
"Ccdc80",171,102,235,176,123,214,83,128
"Ccdc81",0,0,4,0,0,0,0,0
"Ccdc82",121,134,305,145,135,179,159,154
"Ccdc84",16,27,5,22,7,21,1,10
"Ccdc85a",988,843,1015,920,991,863,1110,1181
"Ccdc85b",87,113,110,105,111,97,64,101
"Ccdc85c",543,489,209,219,470,683,212,180
"Ccdc86",71,67,31,32,64,119,17,35
"Ccdc87",26,30,19,27,59,30,28,31
"Ccdc88a",816,979,1029,497,640,798,701,904
"Ccdc88b",11,6,1,0,2,9,0,0
"Ccdc88c",60,97,18,28,82,77,66,54
"Ccdc89",3,11,1,9,6,6,18,4
"Ccdc9",102,82,46,31,120,164,62,49
"Ccdc90b",154,128,167,80,69,111,108,131
"Ccdc91",391,529,458,335,324,358,384,356
"Ccdc92",514,464,196,148,439,457,194,127
"Ccdc92b",504,509,328,333,481,535,333,269
"Ccdc93",348,259,384,172,288,207,285,267
"Ccdc96",11,10,19,19,24,10,5,10
"Ccdc97",310,361,146,118,264,409,172,119
"Ccdc9b",29,21,31,14,9,12,23,34
"Ccer2",4,3,1,1,4,2,1,0
"Cchcr1",4,5,0,0,4,28,3,2
"Cck",2570,2207,2233,2204,2562,3842,2232,1487
"Cckar",0,1,0,3,0,0,0,0
"Cckbr",932,854,853,1039,1010,1244,1185,924
"Ccl12",24,11,8,0,3,9,0,6
"Ccl17",12,1,1,0,9,7,7,0
"Ccl2",6,0,0,0,2,6,0,0
"Ccl21a",4,3,0,2,1,11,13,1
"Ccl21b",0,0,0,0,0,0,1,0
"Ccl22",0,0,2,0,8,5,4,3
"Ccl24",9,0,8,2,0,9,9,1
"Ccl25",26,45,15,26,30,29,47,28
"Ccl27a",71,96,21,24,65,94,23,25
"Ccl28",41,43,11,70,14,3,75,30
"Ccl3",0,0,0,0,9,0,0,0
"Ccl4",0,0,0,0,5,0,0,0
"Ccl6",25,12,29,7,12,29,13,23
"Ccl7",1,13,0,0,0,0,0,0
"Ccl8",0,0,3,0,0,0,0,0
"Ccl9",18,30,44,2,17,14,24,19
"Ccm2",271,262,87,79,242,401,91,60
"Ccm2l",12,17,15,18,6,32,10,11
"Ccn1",38,86,136,43,62,91,71,42
"Ccn2",211,299,508,159,267,370,457,211
"Ccn3",1299,1833,1367,1729,1538,1952,2567,1683
"Ccn4",43,56,84,36,51,35,86,32
"Ccn6",10,32,26,0,8,26,0,8
"Ccna1",11,0,8,0,6,6,0,10
"Ccna2",4,13,7,0,0,13,15,6
"Ccnb1",2,0,3,0,0,0,4,1
"Ccnb2",6,1,0,3,4,0,0,0
"Ccnc",462,448,625,400,371,306,474,497
"Ccnd1",250,246,397,183,212,154,247,230
"Ccnd2",1531,1021,1540,1074,904,1272,857,942
"Ccnd3",58,46,31,27,27,86,15,12
"Ccndbp1",512,472,675,563,457,741,621,454
"Ccne1",171,194,124,106,137,207,126,91
"Ccne2",28,16,39,40,12,17,29,20
"Ccnf",57,32,51,26,56,75,39,33
"Ccng1",1700,1452,2724,1530,1079,1024,1555,1655
"Ccng2",686,463,688,653,426,522,585,692
"Ccnh",544,512,678,524,377,399,502,514
"Ccni",2138,2037,3286,2294,1415,1709,2130,2001
"Ccnj",84,59,101,50,95,114,71,66
"Ccnjl",19,6,54,34,23,24,18,23
"Ccnk",196,228,225,192,184,317,232,197
"Ccnl1",315,270,372,254,316,344,195,224
"Ccnl2",278,364,266,147,233,234,210,151
"Ccno",3,3,2,0,0,12,0,1
"Ccnq",108,132,50,59,67,107,67,61
"Ccnt1",646,569,809,622,517,619,831,725
"Ccnt2",159,202,206,130,180,128,184,209
"Ccny",2307,2304,3057,2614,1674,2339,2826,2777
"Ccnyl1",89,57,75,51,73,81,61,53
"Ccp110",563,504,749,302,408,471,676,479
"Ccpg1",830,864,1029,811,847,761,997,811
"Ccpg1os",62,24,45,45,60,47,31,30
"Ccr1",11,6,16,16,12,4,14,11
"Ccr10",7,0,0,0,0,0,0,1
"Ccr1l1",0,0,7,0,0,0,0,0
"Ccr2",3,0,0,6,5,6,0,4
"Ccr3",0,0,0,0,7,0,0,0
"Ccr4",0,1,0,0,0,0,0,0
"Ccr5",58,87,144,89,36,37,63,77
"Ccr6",0,0,0,0,0,1,0,0
"Ccr9",6,12,14,0,0,0,0,1
"Ccrl2",7,0,13,19,2,3,9,0
"Ccs",64,72,20,10,50,101,28,9
"Ccsap",768,806,555,452,641,864,566,551
"Ccser1",163,218,193,208,119,170,186,134
"Ccser2",1465,1506,1950,1610,1285,1446,1931,1638
"Cct2",2127,1964,2134,1789,1976,2098,2202,1466
"Cct3",1271,1185,1219,1061,1332,1328,1465,869
"Cct4",1423,1239,2381,2163,1216,1404,2061,1776
"Cct5",1751,1681,1721,1373,1683,2002,1827,1179
"Cct6a",2534,2715,3344,3250,2316,2926,3371,2611
"Cct6b",2,0,4,1,0,3,0,0
"Cct7",2190,2087,1517,1464,1852,2131,1747,1143
"Cct8",2287,2309,3268,3067,2312,2389,3899,3028
"Cct8l1",4,0,0,0,0,0,0,0
"Ccz1",357,335,548,506,298,389,467,385
"Cd101",0,0,0,0,0,6,0,1
"Cd109",1,12,41,9,6,0,0,21
"Cd14",20,40,8,14,17,19,9,9
"Cd151",209,186,131,121,166,174,125,88
"Cd160",16,14,8,21,4,2,3,9
"Cd163",26,25,7,38,7,30,2,21
"Cd164",1102,1090,1604,1027,1009,887,1197,1268
"Cd164l2",10,7,3,0,6,5,0,0
"Cd180",32,3,31,42,6,56,30,19
"Cd19",2,0,0,0,0,0,0,0
"Cd1d1",3,0,5,0,0,0,0,1
"Cd1d2",1,0,0,0,0,0,0,0
"Cd200",1388,1586,1592,2192,1561,1607,2436,1693
"Cd200r1",3,12,11,2,0,13,0,6
"Cd200r3",0,0,0,0,0,0,0,1
"Cd209a",14,5,23,54,3,14,0,10
"Cd209b",5,5,6,19,11,26,3,1
"Cd209c",0,0,0,0,0,0,6,0
"Cd209e",0,0,0,0,0,0,0,3
"Cd209f",8,0,16,31,3,12,0,2
"Cd209g",6,0,3,0,0,5,0,0
"Cd22",6,6,1,0,1,0,0,0
"Cd226",0,6,3,0,0,9,0,0
"Cd244a",0,0,0,2,0,0,2,0
"Cd247",0,0,3,0,0,4,0,0
"Cd248",40,45,16,7,12,43,8,10
"Cd24a",42,81,148,109,51,126,90,77
"Cd27",0,0,3,0,0,0,0,0
"Cd274",21,11,17,29,10,24,19,19
"Cd276",117,88,68,62,82,126,72,55
"Cd28",0,0,14,0,8,5,34,5
"Cd2ap",106,115,196,66,76,100,91,146
"Cd2bp2",705,862,650,679,739,731,745,549
"Cd300a",18,24,23,22,3,38,19,10
"Cd300c2",33,45,23,35,8,28,12,23
"Cd300e",0,3,3,8,0,0,0,3
"Cd300lb",0,0,0,0,0,0,3,0
"Cd300ld",4,2,0,0,0,0,5,0
"Cd300ld4",0,0,2,0,0,0,0,0
"Cd300lf",4,5,6,15,0,0,3,1
"Cd300lg",3,0,2,1,5,0,0,0
"Cd302",188,94,255,145,82,114,127,187
"Cd320",130,155,126,125,184,165,106,67
"Cd33",46,78,66,74,24,30,43,27
"Cd34",686,560,858,667,468,704,691,643
"Cd36",11,17,15,28,13,0,11,4
"Cd37",25,17,6,11,6,27,4,9
"Cd38",48,83,124,116,33,62,83,68
"Cd3eap",222,189,84,52,222,227,84,69
"Cd3g",1,0,3,0,0,1,0,0
"Cd4",12,22,15,8,7,3,5,5
"Cd40",5,0,0,0,6,6,7,0
"Cd44",45,33,103,94,41,60,119,50
"Cd46",11,0,15,12,0,9,0,2
"Cd47",1353,1113,2123,1310,1657,1180,1812,2062
"Cd48",5,0,12,3,0,8,6,4
"Cd5",2,0,0,3,6,0,0,1
"Cd52",16,19,22,10,26,22,2,6
"Cd53",116,43,191,194,111,121,153,136
"Cd55",63,65,87,111,86,39,64,65
"Cd59a",30,19,114,44,46,40,31,63
"Cd59b",13,0,0,0,1,9,0,0
"Cd6",13,15,15,16,9,3,2,5
"Cd63",312,181,389,246,156,241,121,144
"Cd68",63,96,46,37,31,84,26,24
"Cd7",1,3,0,11,25,4,3,4
"Cd72",3,0,0,2,1,7,4,0
"Cd74",22,24,19,19,16,36,18,3
"Cd79a",1,0,0,0,0,0,0,0
"Cd79b",0,3,0,0,0,0,1,0
"Cd80",11,5,38,1,6,9,25,22
"Cd81",1225,1240,811,580,1135,1488,747,439
"Cd82",178,55,224,83,99,130,87,56
"Cd83",200,327,260,383,254,380,441,372
"Cd84",38,12,62,17,21,26,1,19
"Cd86",38,20,48,15,35,5,5,26
"Cd8a",8,0,0,0,0,0,0,0
"Cd9",410,248,510,174,198,439,205,195
"Cd93",201,159,251,169,125,222,79,195
"Cd96",1,0,0,0,2,0,0,0
"Cd99",0,2,2,0,4,0,5,2
"Cd99l2",1156,1312,1433,1361,1440,1054,1691,1098
"Cda",0,4,1,3,7,2,2,0
"Cdadc1",743,749,804,550,599,551,658,653
"Cdan1",123,133,102,67,178,152,89,77
"Cdc123",721,740,887,594,710,825,862,659
"Cdc14a",55,37,46,35,36,61,36,29
"Cdc14b",38,84,90,102,58,57,68,86
"Cdc16",480,511,582,618,548,466,569,510
"Cdc20",0,0,0,2,2,0,0,0
"Cdc20b",0,0,0,1,0,0,0,0
"Cdc23",375,398,452,419,382,458,458,385
"Cdc25a",41,60,77,49,69,31,31,24
"Cdc25b",58,79,53,14,45,39,46,41
"Cdc25c",0,5,3,0,0,0,0,0
"Cdc26",84,127,64,63,65,94,70,70
"Cdc27",745,770,1024,726,794,878,1020,993
"Cdc34",121,154,41,48,143,202,42,24
"Cdc37",783,849,279,261,773,811,399,236
"Cdc37l1",1411,1351,1751,1414,1183,1235,1342,1293
"Cdc40",497,444,622,329,409,489,421,591
"Cdc42",3838,3670,6076,5103,3096,3656,4933,4503
"Cdc42bpa",2986,2741,3447,2230,2404,3122,2732,3109
"Cdc42bpb",892,824,532,434,1130,1119,677,481
"Cdc42bpg",3,12,8,3,9,7,0,5
"Cdc42ep1",68,50,39,11,44,106,16,3
"Cdc42ep2",115,61,100,30,90,34,32,46
"Cdc42ep3",197,239,224,113,168,207,187,194
"Cdc42ep4",351,192,284,164,270,360,127,112
"Cdc42ep5",0,1,0,0,1,1,1,2
"Cdc42se1",722,514,521,390,636,627,366,310
"Cdc42se2",2425,2284,2732,2808,2185,2672,2700,2210
"Cdc45",18,14,14,3,21,24,19,3
"Cdc5l",380,407,376,279,323,396,395,284
"Cdc6",1,0,10,0,3,7,4,1
"Cdc7",46,57,16,48,41,52,26,39
"Cdc73",602,670,1102,751,521,662,863,887
"Cdca2",2,0,0,6,3,0,0,0
"Cdca3",3,0,13,0,0,12,0,0
"Cdca4",67,70,28,51,20,45,38,26
"Cdca5",2,0,0,0,4,2,0,0
"Cdca7",7,33,15,10,11,22,11,9
"Cdca7l",0,0,3,2,0,0,0,0
"Cdca8",9,14,6,1,13,15,3,0
"Cdcp1",2,0,3,4,0,5,8,6
"Cdcp2",0,0,0,0,0,0,3,0
"Cdh1",0,7,46,0,7,0,0,0
"Cdh10",826,839,1022,1183,703,910,773,786
"Cdh11",1436,1563,1641,1328,1495,1488,1703,1388
"Cdh12",578,560,760,440,412,555,284,619
"Cdh13",684,1508,600,1023,1534,1319,2029,985
"Cdh15",5,2,0,0,20,2,6,0
"Cdh17",0,0,7,0,2,0,0,1
"Cdh18",239,370,309,332,335,286,665,372
"Cdh19",119,36,249,102,80,119,166,153
"Cdh2",920,1159,996,1016,952,1006,1174,931
"Cdh20",193,208,368,93,102,177,102,170
"Cdh22",176,78,56,43,89,144,46,31
"Cdh23",2,0,0,0,0,2,4,5
"Cdh24",18,6,12,0,6,36,4,1
"Cdh26",0,2,0,0,0,0,0,1
"Cdh3",0,0,0,0,0,0,10,0
"Cdh4",253,236,150,109,254,271,189,111
"Cdh5",185,175,236,85,126,225,89,130
"Cdh6",223,298,226,212,224,214,316,248
"Cdh7",243,150,396,252,178,301,180,382
"Cdh8",987,1170,1348,1236,910,1094,1115,1327
"Cdh9",197,236,303,249,119,190,392,254
"Cdhr1",32,32,28,33,23,36,53,35
"Cdhr2",1,0,1,1,0,2,0,1
"Cdhr3",12,0,7,0,2,0,0,0
"Cdhr4",3,0,17,3,0,0,0,0
"Cdin1",103,107,95,79,80,104,80,71
"Cdip1",3269,3184,3186,2902,2718,3630,3336,2482
"Cdipt",1542,1493,970,944,1587,1789,1234,772
"Cdiptos",23,19,11,15,23,27,17,3
"Cdk1",5,1,7,15,9,10,2,0
"Cdk10",236,172,91,56,196,232,91,62
"Cdk11b",665,655,737,565,608,692,632,597
"Cdk12",355,286,389,245,342,414,310,364
"Cdk13",899,768,847,662,616,861,734,775
"Cdk14",3715,4046,4686,5118,3647,4845,5537,4790
"Cdk15",0,3,4,0,0,0,2,0
"Cdk16",3071,2792,2031,1544,2535,3441,1716,1509
"Cdk17",2940,2697,3452,3131,2260,2916,3260,3067
"Cdk18",235,315,77,110,433,353,240,103
"Cdk19",1155,1146,1752,1039,954,1154,1084,1262
"Cdk2",11,7,24,22,14,10,28,12
"Cdk20",71,73,29,30,48,55,75,32
"Cdk2ap1",35,46,27,23,22,40,12,13
"Cdk2ap2",57,39,14,8,56,68,12,6
"Cdk3",0,1,1,0,2,0,0,0
"Cdk4",257,269,136,202,250,304,149,108
"Cdk5",673,717,547,430,722,844,621,395
"Cdk5r1",4198,3748,3731,2942,3869,5062,3008,2988
"Cdk5r2",3336,2383,2305,1501,2363,3274,1586,1400
"Cdk5rap1",67,118,119,131,138,131,86,107
"Cdk5rap2",105,169,236,36,77,90,61,89
"Cdk5rap3",120,86,73,68,89,137,119,43
"Cdk6",21,0,25,18,21,7,15,25
"Cdk7",654,476,756,602,647,615,641,716
"Cdk8",131,104,105,78,80,130,109,117
"Cdk9",302,279,173,140,274,293,188,148
"Cdkal1",111,112,113,64,112,74,73,82
"Cdkl1",222,252,194,223,313,370,274,287
"Cdkl2",492,397,426,455,527,526,609,569
"Cdkl3",112,89,177,109,58,51,154,187
"Cdkl4",215,265,320,239,315,245,304,295
"Cdkl5",346,428,495,446,466,533,589,558
"Cdkn1a",563,461,538,465,562,780,328,359
"Cdkn1b",405,363,376,204,334,267,191,247
"Cdkn1c",35,68,90,168,80,64,66,56
"Cdkn2a",0,0,0,0,1,0,0,0
"Cdkn2aip",247,272,373,296,219,231,302,211
"Cdkn2aipnl",525,512,572,497,356,568,570,428
"Cdkn2b",6,0,22,4,0,8,2,9
"Cdkn2c",44,16,66,27,14,23,8,20
"Cdkn2d",309,306,216,284,355,245,235,188
"Cdkn3",6,4,3,5,0,3,5,1
"Cdnf",2,1,24,0,3,6,13,7
"Cdo1",356,280,427,304,236,276,381,363
"Cdon",98,76,124,71,100,51,65,65
"Cdpf1",56,48,5,25,41,86,41,10
"Cdr1",145,159,212,93,42,210,54,66
"Cdr1os",27,53,71,17,28,71,61,36
"Cdr2",86,78,147,56,98,78,62,91
"Cdr2l",15,16,16,0,16,34,2,7
"Cds1",1770,1265,1083,1084,1179,1438,1218,1049
"Cds2",6109,7170,6428,6241,6939,7694,7712,5954
"Cdsn",7,0,4,0,0,6,0,0
"Cdt1",8,17,11,8,12,2,13,5
"Cdv3",191,206,232,181,167,196,185,220
"Cdv3-ps",2,10,0,0,20,2,6,3
"Cdyl",82,81,93,36,139,94,79,76
"Cdyl2",433,505,400,464,462,348,398,499
"Ceacam-ps1",0,0,0,0,3,0,11,0
"Ceacam1",33,20,29,16,18,1,4,10
"Ceacam15",4,0,0,0,0,0,0,0
"Ceacam16",2,0,0,0,1,1,3,0
"Ceacam2",0,0,0,3,0,0,8,6
"Ceacam9",1,0,0,0,12,0,5,1
"Cebpa",105,110,88,58,81,111,28,45
"Cebpb",46,19,41,8,29,29,17,34
"Cebpd",1,1,16,9,1,5,1,3
"Cebpg",459,513,611,401,475,360,443,430
"Cebpz",410,353,414,410,399,353,456,480
"Cebpzos",67,58,65,68,49,84,76,55
"Cecr2",53,47,52,25,33,31,13,33
"Cela1",26,15,25,5,14,20,2,8
"Celf1",2703,2908,3052,2538,2321,2862,2573,2772
"Celf2",4338,4875,4498,3390,3932,4847,5637,5529
"Celf3",431,469,203,170,420,544,182,182
"Celf4",5403,7691,5736,4777,6148,6425,5458,6037
"Celf5",1913,2202,1048,985,1614,2045,1201,1113
"Celf6",210,255,150,122,242,229,216,175
"Celrr",20,6,64,55,9,35,36,29
"Celsr1",57,49,42,32,58,54,18,26
"Celsr2",1335,1666,687,743,1479,1663,924,666
"Celsr3",169,212,32,43,237,233,54,64
"Cemip",261,239,161,199,267,366,204,184
"Cemip2",117,158,112,67,157,133,212,120
"Cend1",1723,1683,849,657,1715,2060,946,714
"Cenpa",35,12,2,7,11,34,12,14
"Cenpb",663,653,527,342,595,702,345,285
"Cenpc1",133,234,217,145,153,138,161,176
"Cenpe",11,6,6,3,24,10,4,11
"Cenpf",1,9,14,5,6,0,9,13
"Cenph",0,0,0,8,4,0,6,5
"Cenpi",2,0,13,0,7,8,5,3
"Cenpj",25,52,40,21,15,18,10,33
"Cenpk",2,0,5,0,14,0,2,7
"Cenpl",21,8,23,21,20,7,7,26
"Cenpm",19,13,12,12,7,31,9,5
"Cenpn",3,0,1,2,0,5,18,10
"Cenpo",26,35,15,6,15,12,23,25
"Cenpp",3,0,3,0,6,0,24,2
"Cenpq",86,84,67,119,158,66,86,52
"Cenps",11,24,3,5,7,26,9,6
"Cenpt",91,115,37,49,100,119,44,28
"Cenpu",11,7,10,0,29,8,10,20
"Cenpv",126,106,69,64,88,122,70,62
"Cenpw",25,47,28,4,57,31,48,20
"Cenpx",56,46,18,17,45,88,8,3
"Cep104",281,221,176,199,209,286,194,153
"Cep112",12,39,5,10,2,47,4,13
"Cep120",560,687,598,495,448,700,523,589
"Cep126",148,135,178,174,113,176,203,180
"Cep128",63,52,63,85,28,21,28,46
"Cep131",34,40,16,10,41,51,9,11
"Cep135",58,117,61,21,64,38,58,69
"Cep152",14,17,24,11,11,15,13,8
"Cep162",73,75,42,49,36,74,39,115
"Cep164",55,58,19,14,60,48,39,10
"Cep170",975,1133,1065,829,1149,1057,1287,1214
"Cep170b",1282,1429,700,647,1139,1412,835,531
"Cep19",728,838,830,717,825,689,768,633
"Cep192",47,40,40,55,20,58,20,46
"Cep20",546,443,577,581,453,620,590,507
"Cep250",58,79,32,14,76,146,46,36
"Cep290",99,126,125,64,81,123,79,114
"Cep295",198,198,164,190,196,223,236,193
"Cep295nl",5,0,1,0,1,0,3,0
"Cep350",488,648,511,380,546,708,651,539
"Cep41",81,124,112,146,111,93,139,115
"Cep43",172,146,224,130,136,244,151,163
"Cep44",45,73,57,48,32,79,52,47
"Cep55",2,7,5,12,3,0,0,1
"Cep57",44,40,129,46,104,65,65,50
"Cep57l1",38,52,133,25,31,45,44,19
"Cep63",183,231,213,152,164,271,114,188
"Cep68",383,322,359,333,294,394,320,327
"Cep70",82,55,84,30,53,71,70,63
"Cep72",3,0,4,4,0,11,0,3
"Cep76",120,88,166,209,76,130,154,111
"Cep78",68,61,96,37,58,33,78,73
"Cep83",269,342,254,261,201,223,242,222
"Cep83os",305,270,526,440,267,388,449,471
"Cep85",116,114,83,70,98,38,56,68
"Cep85l",228,196,363,209,191,283,268,310
"Cep89",81,102,80,37,97,124,46,65
"Cep95",41,24,19,21,51,18,4,21
"Cep97",138,122,219,96,82,130,136,138
"Cept1",595,589,937,808,490,505,753,734
"Cer1",0,0,3,7,5,6,12,3
"Cercam",16,28,5,4,41,32,23,6
"Cerk",577,507,501,308,500,733,377,413
"Cerkl",0,6,5,2,8,8,2,5
"Cerox1",215,142,186,109,187,176,101,97
"Cers2",324,289,955,245,261,292,356,345
"Cers3",5,7,0,7,3,1,5,5
"Cers4",453,354,496,468,429,478,456,409
"Cers5",335,321,430,453,310,514,400,379
"Cers6",617,561,846,744,684,553,1070,793
"Cert1",1018,1106,1667,1147,1055,1101,1786,1406
"Ces1a",0,0,0,0,6,0,0,0
"Ces1d",0,0,0,0,0,0,0,2
"Ces1f",2,0,0,0,0,0,0,7
"Ces1g",0,0,0,0,0,0,0,4
"Ces2b",0,0,5,0,0,8,0,0
"Ces2g",6,9,9,3,0,6,0,3
"Ces5a",7,0,4,1,0,0,6,4
"Cetn1",0,0,1,3,0,0,1,0
"Cetn2",496,510,752,928,512,513,591,641
"Cetn3",463,530,875,533,441,546,667,559
"Cetn4",23,29,45,34,50,58,63,54
"Cfap100",27,28,1,4,13,26,4,29
"Cfap126",8,14,26,0,2,0,0,4
"Cfap157",4,5,0,1,11,16,0,0
"Cfap161",0,16,6,4,4,2,0,7
"Cfap20",379,354,335,361,355,411,314,246
"Cfap206",11,14,26,22,9,7,15,11
"Cfap20dc",93,150,66,83,24,86,99,52
"Cfap298",289,234,173,195,268,318,195,140
"Cfap299",3,0,1,10,6,6,6,6
"Cfap300",59,140,156,152,80,56,114,119
"Cfap36",1001,1123,1287,1014,783,815,1087,1026
"Cfap410",176,175,102,45,150,150,102,62
"Cfap43",64,71,189,105,78,68,95,76
"Cfap44",7,8,2,0,18,6,14,0
"Cfap45",22,15,4,13,18,0,21,18
"Cfap46",11,39,16,11,14,22,23,18
"Cfap47",6,6,8,8,18,16,0,0
"Cfap52",4,7,7,4,0,13,7,3
"Cfap53",1,0,0,0,0,0,0,0
"Cfap54",63,43,103,63,79,46,116,102
"Cfap57",5,5,14,3,9,10,5,5
"Cfap58",4,0,0,1,2,11,0,5
"Cfap61",21,8,27,27,13,13,43,18
"Cfap65",8,6,3,1,2,21,11,1
