"PRJNA252803__1","PRJNA252803__2","PRJNA529794__1","PRJNA529794__2","PRJNA252803_fc","PRJNA529794_fc","group_num"
18.18875,22.4820833333333,0.968035714285714,2.01635416666667,1.24,2.08,"group_155"
16.0825,21.2775,0,0.393333333333333,1.32,Inf,"group_15500"
110.305,110.515,39.7821428571429,56.0175,1,1.41,"group_15501"
55.4975,50.0175,16.6571428571429,15.20375,-1.11,-1.1,"group_15502"
18.4975,19.2925,1.15357142857143,5.51875,1.04,4.78,"group_15504"
48.4875,54.0475,6.14357142857143,7.16916666666667,1.11,1.17,"group_15505"
23.15,26.875,12.29,34.8779166666667,1.16,2.84,"group_15506"
43.6725,52.45,2.37928571428571,1.89041666666667,1.2,-1.26,"group_15507"
40.2675,34.4,11.6728571428571,15.6270833333333,-1.17,1.34,"group_15508"
16.9775,9.8425,0.00285714285714286,0.6775,-1.72,237.12,"group_15509"
665.775,572.735,58.1514285714286,66.5775,-1.16,1.14,"group_15510"
227.6575,256.9975,5.64,7.01166666666667,1.13,1.24,"group_15511"
14.0225,13.2925,0.24,2.49666666666667,-1.05,10.4,"group_15512"
13.6575,16.7925,2.85928571428571,3.15166666666667,1.23,1.1,"group_15513"
29.82,33.325,3.03142857142857,5.97916666666667,1.12,1.97,"group_15514"
12.505,5.7875,1.05357142857143,3.01,-2.16,2.86,"group_15516"
351.445,376.8725,76.7492857142857,74.8841666666667,1.07,-1.02,"group_15517"
26.87,27.245,3.02,3.25458333333333,1.01,1.08,"group_15520"
33.6925,47.335,1.13285714285714,2.68833333333333,1.4,2.37,"group_15521"
58.59,63.4425,2.93,6.05041666666667,1.08,2.06,"group_15522"
200.6625,183.8275,36.8678571428571,38.77625,-1.09,1.05,"group_15523"
14.735,16.4025,2.86071428571429,4.69083333333333,1.11,1.64,"group_15524"
20.8175,21.985,5.1,5.31833333333333,1.06,1.04,"group_15525"
468.59,505.835,57.9514285714286,82.195,1.08,1.42,"group_15526"
34.315,40.8225,0.911428571428571,0.958333333333333,1.19,1.05,"group_15527"
91.6725,96.395,0.422857142857143,1.39708333333333,1.05,3.3,"group_15528"
226.58,213.7675,0.0507142857142857,1.365,-1.06,26.92,"group_15529"
37.4825,40.305,2.29857142857143,2.83666666666667,1.08,1.23,"group_15530"
81.09,61.3975,28.3907142857143,22.2129166666667,-1.32,-1.28,"group_15533"
12.305,8.3725,8.24642857142857,3.55333333333333,-1.47,-2.32,"group_15534"
38.285,42.2675,1.415,3.88875,1.1,2.75,"group_15535"
19.7,20.765,3.71071428571429,7.88375,1.05,2.12,"group_15536"
32.6175,27.7775,6.17285714285714,5.2175,-1.17,-1.18,"group_15537"
41.0775,38.555,6.30642857142857,7.94708333333333,-1.07,1.26,"group_15538"
17.215,17.75,8.97571428571429,3.40125,1.03,-2.64,"group_15540"
29.8475,26.2825,1.84214285714286,3.98458333333333,-1.14,2.16,"group_15542"
29.0925,20.975,3.90785714285714,6.8025,-1.39,1.74,"group_15543"
25.62,25.1775,1.05642857142857,2.06083333333333,-1.02,1.95,"group_15544"
114.36,126.1675,14.0764285714286,18.27875,1.1,1.3,"group_15545"
9.52,9.7975,2.33357142857143,1.37458333333333,1.03,-1.7,"group_15546"
82.92,74.8075,6.835,15.4325,-1.11,2.26,"group_15547"
22.4125,24.835,3.48071428571429,3.80958333333333,1.11,1.09,"group_15548"
7.35,12.39,0.122142857142857,0.978333333333333,1.69,8.01,"group_15549"
82.3525,107.0925,2.73595238095238,3.07944444444444,1.3,1.13,"group_1555"
65.0775,68.475,10.3514285714286,12.0891666666667,1.05,1.17,"group_15551"
26.09,27.2275,1.21285714285714,1.97791666666667,1.04,1.63,"group_15553"
23.435,30.3725,25.745,42.1158333333333,1.3,1.64,"group_15555"
11.71,7.525,0.0542857142857143,2.02583333333333,-1.56,37.32,"group_15556"
12.9425,15.0625,0.968571428571429,2.39791666666667,1.16,2.48,"group_15558"
415.8675,426.2175,84.3192857142857,97.4979166666667,1.02,1.16,"group_15559"
20.28125,23.615,4.08285714285714,5.805,1.16,1.42,"group_1556"
36.725,40.8225,1.18928571428571,2.86,1.11,2.4,"group_15560"
35.485,45.71,1.69857142857143,1.92916666666667,1.29,1.14,"group_15561"
14.9225,17.955,4.72714285714286,0.48125,1.2,-9.82,"group_15562"
17.615,13.73,3.25714285714286,5.56958333333333,-1.28,1.71,"group_15563"
36.355,36.6775,23.4271428571429,21.0616666666667,1.01,-1.11,"group_15564"
9.4675,9.1875,0.351428571428571,0.903333333333333,-1.03,2.57,"group_15565"
70.3625,55.6,4.85642857142857,1.07625,-1.27,-4.51,"group_15566"
39.4925,46.7425,2.80214285714286,1.47666666666667,1.18,-1.9,"group_15567"
25.9775,29.07,2.14,0.855416666666667,1.12,-2.5,"group_15568"
24.4875,20.0425,1.44714285714286,2.27583333333333,-1.22,1.57,"group_15569"
13.013125,17.3175,0.184642857142857,0.49625,1.33,2.69,"group_1557"
36.36,31.08,1.85071428571429,2.55625,-1.17,1.38,"group_15570"
113.2575,109.3,3.73285714285714,3.53041666666667,-1.04,-1.06,"group_15571"
18.1525,27.495,3.46285714285714,3.70208333333333,1.51,1.07,"group_15572"
28.295,35.595,6.09071428571429,4.98291666666667,1.26,-1.22,"group_15573"
17.8425,21.6775,9.41642857142857,12.0183333333333,1.21,1.28,"group_15575"
192.3725,216.03,21.84,25.2720833333333,1.12,1.16,"group_15576"
63.535,64.135,17.9135714285714,24.62125,1.01,1.37,"group_15578"
77.165,95.515,28.1585714285714,42.84375,1.24,1.52,"group_15579"
42.26,51.1975,7.34380952380952,12.2730555555556,1.21,1.67,"group_1558"
15.6525,19.64,10.7092857142857,10.7375,1.25,1,"group_15580"
23.9025,20.7,4.30142857142857,6.14375,-1.15,1.43,"group_15581"
13.5175,11.8625,1.10357142857143,4.75583333333333,-1.14,4.31,"group_15582"
34.0425,40.975,23.7271428571429,22.3141666666667,1.2,-1.06,"group_15583"
9.9475,8.4175,1.83714285714286,1.6475,-1.18,-1.12,"group_15584"
13.14,15.6825,0.944285714285714,1.22666666666667,1.19,1.3,"group_15585"
11.795,11.8475,0.0792857142857143,1.33791666666667,1,16.87,"group_15586"
25.37,23.21,2.98214285714286,0.756666666666667,-1.09,-3.94,"group_15587"
5.755,4.1625,0.395,0.440833333333333,-1.38,1.12,"group_15588"
44.22,34.775,13.4857142857143,9.32958333333333,-1.27,-1.45,"group_15589"
39.4375,44.525,3.50571428571429,7.17625,1.13,2.05,"group_1559"
87.645,46.235,0.592857142857143,0.04875,-1.9,-12.16,"group_15590"
15,12.025,0,0.916666666666667,-1.25,Inf,"group_15591"
312.975,318.7025,26.5964285714286,32.7995833333333,1.02,1.23,"group_15592"
18.3625,14.67,2.59071428571429,2.72541666666667,-1.25,1.05,"group_15593"
17.2375,18.56,0.628571428571429,2.16,1.08,3.44,"group_15594"
48.7425,65.7725,24.8921428571429,38.4791666666667,1.35,1.55,"group_15595"
122.12,125.415,49.6971428571429,31.3466666666667,1.03,-1.59,"group_15596"
91.345,92.295,5.35857142857143,7.33416666666667,1.01,1.37,"group_15597"
10.8575,8.1375,0.04,0.45125,-1.33,11.28,"group_15598"
31.1725,29.7625,4.25928571428571,10.8825,-1.05,2.56,"group_15599"
13.0116666666667,14.7166666666667,0.912142857142857,1.49401041666667,1.13,1.64,"group_156"
15.6075,19.53625,0.394285714285714,2.09180555555556,1.25,5.31,"group_1560"
31.5975,30.6675,5.31571428571429,7.53541666666667,-1.03,1.42,"group_15600"
22.5025,15.6575,4.44071428571429,2.84083333333333,-1.44,-1.56,"group_15602"
91.5,94.175,17.3778571428571,34.5108333333333,1.03,1.99,"group_15603"
30.265,34.5025,16.2721428571429,9.73375,1.14,-1.67,"group_15604"
49.14,46.1075,21.0585714285714,16.2691666666667,-1.07,-1.29,"group_15605"
114.0325,164.8975,22.6042857142857,52.7083333333333,1.45,2.33,"group_15606"
10.94,11.235,12.2285714285714,14.04,1.03,1.15,"group_15607"
12.895,17.155,1.98,4.5175,1.33,2.28,"group_15609"
13.61,15.83625,0.853285714285714,1.42908333333333,1.16,1.67,"group_1561"
25.8475,36.9075,1.47428571428571,3.55208333333333,1.43,2.41,"group_15610"
11.7925,13.9825,3.57928571428571,8.41958333333333,1.19,2.35,"group_15612"
24.2925,24.925,1.165,3.17,1.03,2.72,"group_15613"
17.7325,14.215,6.14428571428571,5.30208333333333,-1.25,-1.16,"group_15614"
31.65,21.6675,0.607857142857143,0.227916666666667,-1.46,-2.67,"group_15616"
119.875,118.235,26.8571428571429,27.845,-1.01,1.04,"group_15618"
13.925,10.88,3.44357142857143,1.415,-1.28,-2.43,"group_15619"
11.8125,10.24,0.757142857142857,1.8225,-1.15,2.41,"group_1562"
14.785,9.645,0.225714285714286,1.02583333333333,-1.53,4.54,"group_15620"
21.695,23.605,1.37214285714286,1.52708333333333,1.09,1.11,"group_15621"
20.9975,20.0925,2.67571428571429,3.20333333333333,-1.05,1.2,"group_15622"
26.2075,29.93,4.81642857142857,2.17041666666667,1.14,-2.22,"group_15623"
13.315,14.38,0.110714285714286,0.519583333333333,1.08,4.69,"group_15624"
37.42,35.3375,10.7521428571429,13.96625,-1.06,1.3,"group_15625"
17.5225,15.4525,1.36642857142857,1.44666666666667,-1.13,1.06,"group_15627"
22.66,26.2025,1.15071428571429,0.725833333333333,1.16,-1.59,"group_15628"
16.5925,14.315,8.23285714285714,19.0695833333333,-1.16,2.32,"group_15629"
20.7425,23.18875,1.58357142857143,2.55083333333333,1.12,1.61,"group_1563"
6.995,7.75,0.557857142857143,3.87416666666667,1.11,6.94,"group_15631"
71.2525,72.2575,51.705,29.9241666666667,1.01,-1.73,"group_15632"
10.2775,9.5,2.08285714285714,0.70375,-1.08,-2.96,"group_15633"
39.285,42.9325,14.4335714285714,15.1329166666667,1.09,1.05,"group_15634"
8.88,14.2775,1.51285714285714,2.57708333333333,1.61,1.7,"group_15635"
339.6025,304.75,0.397857142857143,0.391666666666667,-1.11,-1.02,"group_15636"
8.17,12.6975,0.472142857142857,2.98458333333333,1.55,6.32,"group_15637"
31.6125,32.195,0.72,3.01875,1.02,4.19,"group_15639"
17.52875,22.57875,2.87392857142857,3.48229166666667,1.29,1.21,"group_1564"
11.445,14.3275,0.139285714285714,0.431666666666667,1.25,3.1,"group_15640"
8.6575,8.4575,3.16214285714286,7.79833333333333,-1.02,2.47,"group_15643"
138.33,157.525,20.1128571428571,25.35125,1.14,1.26,"group_15644"
15.8525,17.4525,5.90214285714286,7.12583333333333,1.1,1.21,"group_15647"
9.63,15.685,1.14642857142857,3.33333333333333,1.63,2.91,"group_15648"
12.74,15.7,2.57857142857143,6.09666666666667,1.23,2.36,"group_15649"
33.9575,36.5825,0.493571428571429,0.00125,1.08,-394.86,"group_15650"
5.575,4.845,1.72785714285714,5.59458333333333,-1.15,3.24,"group_1566"
11.9425,14.19625,4.92357142857143,8.82666666666667,1.19,1.79,"group_1567"
9.61,8.8125,3.22928571428571,1.42375,-1.09,-2.27,"group_1568"
23.426875,27.19875,0.423035714285714,0.9978125,1.16,2.36,"group_1569"
10.0875,11.9825,0.441785714285714,0.841805555555556,1.19,1.91,"group_157"
11.82,17.0675,0.774107142857143,1.1765625,1.44,1.52,"group_1570"
10.3833333333333,9.84,0.289642857142857,1.721875,-1.06,5.94,"group_1571"
17.4016666666667,17.6858333333333,0.479761904761905,1.47638888888889,1.02,3.08,"group_1572"
10.23875,12.80375,0.94047619047619,1.19263888888889,1.25,1.27,"group_1573"
14.6725,17.66,6.85142857142857,3.18666666666667,1.2,-2.15,"group_1574"
7.13,9.175,3.04,2.273125,1.29,-1.34,"group_1575"
8.6125,12.0616666666667,0.431785714285714,1.529375,1.4,3.54,"group_1576"
7.8325,10.1525,1.25678571428571,2.80083333333333,1.3,2.23,"group_1577"
22.5025,28.31875,8.02678571428572,17.973125,1.26,2.24,"group_1578"
378.295,415.025,17.1697619047619,15.5895833333333,1.1,-1.1,"group_1579"
16.8725,19.3475,2.465,2.88555555555556,1.15,1.17,"group_158"
15.84,15.1825,1.21809523809524,1.08597222222222,-1.04,-1.12,"group_1580"
14.91375,18.075,0.813571428571429,3.15270833333333,1.21,3.88,"group_1581"
91.8175,99.675,16.1107142857143,33.8008333333333,1.09,2.1,"group_1582"
11.7816666666667,14.4116666666667,3.62714285714286,5.88625,1.22,1.62,"group_1583"
126.8875,122.65375,11.8364285714286,14.300625,-1.03,1.21,"group_1584"
23.28,19.2175,0.4025,1.773125,-1.21,4.41,"group_1585"
7.395,10.3475,0.818333333333333,0.582916666666667,1.4,-1.4,"group_1586"
7.47,9.6825,2.43857142857143,5.88041666666667,1.3,2.41,"group_1587"
38.1766666666667,39.1016666666667,5.81642857142857,8.84770833333333,1.02,1.52,"group_1588"
27.01625,33.7625,15.1271428571429,22.1279166666667,1.25,1.46,"group_1589"
8.2175,11.27375,1.78964285714286,3.63875,1.37,2.03,"group_159"
15.335,14.87625,0.307142857142857,2.200625,-1.03,7.16,"group_1590"
56.20125,63.5975,2.90642857142857,3.90770833333333,1.13,1.34,"group_1591"
24.20375,26.679375,1.88696428571429,2.6840625,1.1,1.42,"group_1592"
24.76,28.37,5.49071428571429,5.96625,1.15,1.09,"group_1593"
33.595,37.295,1.92904761904762,3.51222222222222,1.11,1.82,"group_1594"
48.8525,65.1925,12.5594642857143,17.2126041666667,1.33,1.37,"group_1595"
15.2,21.57125,9.44071428571429,10.8429166666667,1.42,1.15,"group_1596"
12.52625,11.62875,0.237380952380952,0.767361111111111,-1.08,3.23,"group_1597"
9.10375,9.7125,0.296904761904762,0.458611111111111,1.07,1.54,"group_1599"
17.6225,19.168125,2.01954545454545,2.43287878787879,1.09,1.2,"group_16"
23.13625,26.61125,7.44071428571429,13.6439583333333,1.15,1.83,"group_160"
28.15,30.22,2.46857142857143,4.3425,1.07,1.76,"group_1600"
11.63,15.91375,0.534642857142857,0.714791666666667,1.37,1.34,"group_1601"
11.67375,12.40875,5.025,6.14875,1.06,1.22,"group_1602"
15.795,18.61,3.95642857142857,2.77375,1.18,-1.43,"group_1603"
25.76,27.9,0.358928571428571,1.456875,1.08,4.06,"group_1604"
9.2175,13.775,1.59,1.44916666666667,1.49,-1.1,"group_1605"
29.02,27.6125,3.06357142857143,3.95166666666667,-1.05,1.29,"group_1606"
25.7075,23.905,7.04285714285714,7.85333333333333,-1.08,1.12,"group_1607"
27.6275,32.01,3.04214285714286,6.88416666666667,1.16,2.26,"group_1608"
26.51,29.27,4.32357142857143,7.81791666666667,1.1,1.81,"group_1609"
19.75,21.435,1.00142857142857,5.08166666666667,1.09,5.07,"group_161"
20.7825,17.155,0.282857142857143,0.670833333333333,-1.21,2.37,"group_1610"
6.88625,10.31625,2.34428571428571,4.34916666666667,1.5,1.86,"group_1611"
7.35,9.225,2.125,3.94333333333333,1.26,1.86,"group_1612"
11.4525,6.565,0.728571428571429,2.28083333333333,-1.74,3.13,"group_1613"
121.66375,135.49,4.44714285714286,10.825,1.11,2.43,"group_1614"
230.145,253.4125,22.3271428571429,20.44,1.1,-1.09,"group_1615"
14.52,17.7025,1.99571428571429,2.93375,1.22,1.47,"group_1616"
17.9825,15.92,0,0.457291666666667,-1.13,Inf,"group_1618"
7.8925,11.6575,1.57,3.44229166666667,1.48,2.19,"group_1619"
16.9475,16.785,3.03071428571429,4.99333333333333,-1.01,1.65,"group_162"
7.0775,6.1875,0.6475,0.735833333333333,-1.14,1.14,"group_1620"
75.6075,77.9575,7.42857142857143,8.91875,1.03,1.2,"group_1621"
11.095625,14.003125,0.749761904761905,1.37569444444444,1.26,1.83,"group_163"
16.186875,19.761875,0.476857142857143,1.342,1.22,2.81,"group_164"
9.45083333333333,17.4025,0.71969387755102,1.95904761904762,1.84,2.72,"group_165"
10.0191666666667,13.2916666666667,0.504642857142857,0.661875,1.33,1.31,"group_166"
17.61,19.7341666666667,0.307619047619048,1.10291666666667,1.12,3.59,"group_1667"
343.45,231.7,1.83357142857143,2.35958333333333,-1.48,1.29,"group_1668"
16.4,19.3225,0.487142857142857,0.8275,1.18,1.7,"group_1669"
9.44125,15.35375,0.015,0.324166666666667,1.63,21.61,"group_167"
18.2125,25.7475,0.272857142857143,1.63069444444444,1.41,5.98,"group_1670"
11.7675,13.425,3.81642857142857,7.0775,1.14,1.85,"group_1671"
244.01125,299.98375,10.4885714285714,13.8326041666667,1.23,1.32,"group_1672"
18.67375,18.81875,0.472142857142857,1.610625,1.01,3.41,"group_1673"
37.1075,50.0525,3.12857142857143,2.29895833333333,1.35,-1.36,"group_1674"
38.8725,42.455,1.09785714285714,2.01541666666667,1.09,1.84,"group_1675"
213.3375,274.05375,40.017380952381,53.6011111111111,1.28,1.34,"group_1676"
9.60166666666667,9.01083333333333,0.169107142857143,0.6775,-1.07,4.01,"group_1677"
23.15,20.4925,2.84214285714286,1.82625,-1.13,-1.56,"group_1678"
48.7325,59.98,43.4964285714286,55.0883333333333,1.23,1.27,"group_1679"
14.382,17.0545,2.020625,1.5971875,1.19,-1.27,"group_168"
22.15875,19.55375,4.24428571428571,10.4395833333333,-1.13,2.46,"group_1681"
16.255,16.99625,1.39392857142857,4.69541666666667,1.05,3.37,"group_1684"
33.0175,32.6375,4.34928571428571,5.13625,-1.01,1.18,"group_1685"
28.26,28.295,7.68880952380952,5.73666666666667,1,-1.34,"group_1686"
17.395,20.1358333333333,0.797380952380952,3.14888888888889,1.16,3.95,"group_1687"
21.6375,29.50125,0.988571428571429,1.83,1.36,1.85,"group_1688"
16.855,15.6875,1.92785714285714,1.75916666666667,-1.07,-1.1,"group_1689"
20.265,21.50875,1.86785714285714,3.29083333333333,1.06,1.76,"group_1690"
14.6116666666667,18.0491666666667,4.67714285714286,8.725,1.24,1.87,"group_1691"
9.70416666666667,8.085,0.270952380952381,0.340555555555556,-1.2,1.26,"group_1692"
9.3,12.465,0.276714285714286,0.899,1.34,3.25,"group_1693"
9.97,11.63125,3.45785714285714,4.79583333333333,1.17,1.39,"group_1694"
10.3975,10.7025,1.53928571428571,2.38875,1.03,1.55,"group_1695"
10.42125,13.14375,0.665,1.66729166666667,1.26,2.51,"group_1696"
64.7775,67.99,5.06214285714286,8.53,1.05,1.69,"group_1697"
13.3225,12.785,0.750714285714286,1.55111111111111,-1.04,2.07,"group_1698"
29.1,30.94,0.552142857142857,1.05986111111111,1.06,1.92,"group_1699"
11.660625,12.676875,1.68857142857143,3.85708333333333,1.09,2.28,"group_17"
23.1885,25.374,1.43755102040816,1.66672619047619,1.09,1.16,"group_170"
6.9425,10.92,0.221714285714286,0.540416666666667,1.57,2.44,"group_1700"
3.275,7.585,0.15,0.801166666666667,2.32,5.34,"group_1701"
58.07625,71.625,7.55142857142857,11.2352083333333,1.23,1.49,"group_1702"
51.6025,45.805,1.57892857142857,2.715625,-1.13,1.72,"group_1703"
31.0275,32.51,7.70357142857143,5.08833333333333,1.05,-1.51,"group_1704"
11.3358333333333,11.3366666666667,6.24142857142857,19.665,1,3.15,"group_1705"
13.2408333333333,16.7841666666667,0.174428571428571,1.13791666666667,1.27,6.52,"group_1706"
62.9675,68.4825,10.6985714285714,13.5666666666667,1.09,1.27,"group_1708"
11.5725,14.465,2.29,4.51875,1.25,1.97,"group_1709"
659.604166666667,642.336666666667,17.1366883116883,27.4070454545455,-1.03,1.6,"group_171"
7.40416666666667,9.08333333333333,2.28785714285714,6.98458333333333,1.23,3.05,"group_1710"
20.3925,24.599375,1.75059523809524,2.57326388888889,1.21,1.47,"group_1711"
59.36,59.01,12.2871428571429,19.2941666666667,-1.01,1.57,"group_1712"
5.745,7.9975,0.885714285714286,2.3959375,1.39,2.71,"group_1713"
15.36,14.855,12.1528571428571,16.6958333333333,-1.03,1.37,"group_1714"
10.4383333333333,12.635,0.853285714285714,1.68933333333333,1.21,1.98,"group_1715"
65.225,67.615,13.6407142857143,22.7016666666667,1.04,1.66,"group_1716"
10.55375,13.88375,1.37821428571429,1.99375,1.32,1.45,"group_1717"
13.81375,15.98625,0.91,2.72208333333333,1.16,2.99,"group_1718"
19.135,23.0875,0.796428571428571,3.4625,1.21,4.35,"group_1719"
57.135625,69.181875,2.64785714285714,2.82597222222222,1.21,1.07,"group_172"
6.6975,6.2,0.149880952380952,0.995694444444444,-1.08,6.64,"group_1720"
11.48,9.8175,0.00571428571428571,1.01875,-1.17,178.28,"group_1721"
31.22375,34.2475,8.13571428571429,11.5633333333333,1.1,1.42,"group_1722"
13.0625,17.02,1.95678571428571,2.38541666666667,1.3,1.22,"group_1723"
20.62,19.735,2.19357142857143,2.82791666666667,-1.04,1.29,"group_1724"
15.695,21.73,0.0132142857142857,0.40375,1.38,30.55,"group_1725"
30.7375,29.395,6.72428571428571,9.73,-1.05,1.45,"group_1726"
39.81,37.0225,4.99428571428571,3.82875,-1.08,-1.3,"group_1727"
69.56,72.3275,3.48946428571429,2.7584375,1.04,-1.27,"group_1728"
26.185,23.1275,5.10928571428571,12.09625,-1.13,2.37,"group_1729"
20.345,22.16,0.00714285714285714,0.6925,1.09,96.95,"group_173"
20.185,24.8375,0.0614285714285714,2.80833333333333,1.23,45.72,"group_1730"
19.6425,17.3775,3.39428571428571,6.58666666666667,-1.13,1.94,"group_1732"
40.12,46.475,7.46142857142857,7.51333333333333,1.16,1.01,"group_1733"
10.6175,17.365,3.94214285714286,12.694375,1.64,3.22,"group_1734"
12.47,12.3975,2.45714285714286,2.62083333333333,-1.01,1.07,"group_1735"
6.3175,7.6825,1.24892857142857,1.00145833333333,1.22,-1.25,"group_1736"
122.475,115.5025,0.605,0,-1.06,-Inf,"group_1738"
63.3475,72.2625,10.3414285714286,17.4370833333333,1.14,1.69,"group_1739"
6.8375,8.40375,2.99714285714286,5.05958333333333,1.23,1.69,"group_174"
8.245,10.6225,0.290178571428571,0.96,1.29,3.31,"group_1740"
31.8725,32.47,6.04071428571429,11.8225,1.02,1.96,"group_1742"
10.205,11.9375,9.80142857142857,11.1158333333333,1.17,1.13,"group_1743"
29.23625,28.775,2.36857142857143,6.71083333333333,-1.02,2.83,"group_1744"
14.9125,20.63125,3.37892857142857,5.869375,1.38,1.74,"group_1745"
26.49,25.935,2.15571428571429,1.70166666666667,-1.02,-1.27,"group_1746"
34.9625,38.89,0.257142857142857,1.59645833333333,1.11,6.21,"group_1747"
15.1125,18.8675,4.10428571428571,8.23569444444444,1.25,2.01,"group_1748"
11.69,14.305,0.015,0.507083333333333,1.22,33.81,"group_1749"
8.6375,10.595,1.41285714285714,1.68333333333333,1.23,1.19,"group_175"
28.335,29.78,3.85285714285714,5.44625,1.05,1.41,"group_1750"
31.825,38.54,2.135,3.5278125,1.21,1.65,"group_1751"
9.9625,8.6725,0.583571428571429,3.58291666666667,-1.15,6.14,"group_1752"
117.8725,112.4325,20.8,22.2975,-1.05,1.07,"group_1753"
6.0125,7.9875,2.69785714285714,10.9654166666667,1.33,4.06,"group_1754"
10.1125,10.42,1.64285714285714,7.1425,1.03,4.35,"group_1755"
10.1,15.32875,0.705,0.270972222222222,1.52,-2.6,"group_1756"
26.6125,30.5925,2.57178571428571,4.98770833333333,1.15,1.94,"group_1758"
12.8225,9.98,0.681785714285714,0.327708333333333,-1.28,-2.08,"group_1759"
36.2075,41.0025,4.16071428571429,7.76291666666667,1.13,1.87,"group_1760"
15.035,14.035,2.23071428571429,2.35083333333333,-1.07,1.05,"group_1761"
20.2225,22.9520833333333,0.630892857142857,1.53625,1.13,2.44,"group_179"
28.46375,35.5875,3.01471428571429,6.75833333333333,1.25,2.24,"group_18"
3.9175,9.755,2.14,4.84,2.49,2.26,"group_180"
8.14625,12.37625,2.46714285714286,3.84416666666667,1.52,1.56,"group_181"
89.82875,91.33125,20.6157142857143,16.7454166666667,1.02,-1.23,"group_182"
8.645,11.0275,0.513571428571429,0.3859375,1.28,-1.33,"group_183"
16.7,19.9166666666667,3.05857142857143,3.87680555555556,1.19,1.27,"group_1832"
73.2358333333333,82.2116666666667,7.18107142857143,11.603125,1.12,1.62,"group_1833"
8.8375,12.29875,0.299761904761905,1.04333333333333,1.39,3.48,"group_1834"
20.4575,18.8775,1.895,2.48333333333333,-1.08,1.31,"group_1835"
29.9025,32.7075,2.18642857142857,2.16458333333333,1.09,-1.01,"group_1836"
34.3975,37.52,1.40964285714286,4.58145833333333,1.09,3.25,"group_1837"
26.1275,27.9275,3.54035714285714,7.568125,1.07,2.14,"group_1838"
9.3375,9.665,6.77285714285714,6.07875,1.04,-1.11,"group_1839"
11.2425,7.915,0.571428571428571,1.07291666666667,-1.42,1.88,"group_184"
12.66625,19.4175,3.98571428571429,5.545,1.53,1.39,"group_1840"
8.885,13.3725,2.00767857142857,3.0521875,1.51,1.52,"group_1841"
10.5475,11.6158333333333,2.47142857142857,6.47875,1.1,2.62,"group_1842"
9.11625,9.4925,2.36142857142857,3.73208333333333,1.04,1.58,"group_1843"
16.66,23.3075,8.90464285714286,6.83166666666667,1.4,-1.3,"group_1844"
10.7283333333333,11.4766666666667,0.31125,0.368229166666667,1.07,1.18,"group_1845"
12.10375,12.7525,0.502428571428571,0.966166666666667,1.05,1.92,"group_1846"
22.495,21.5,2.75642857142857,5.28208333333333,-1.05,1.92,"group_1847"
66.70375,64.95625,4.17892857142857,8.39666666666667,-1.03,2.01,"group_1848"
15.236875,16.128125,1.37571428571429,2.47925,1.06,1.8,"group_1849"
11.6575,9.105,0.791428571428571,5.12291666666667,-1.28,6.47,"group_1850"
13.66,16.625,2.78357142857143,4.7475,1.22,1.71,"group_1851"
115.91125,124.855,16.6521428571429,21.7295833333333,1.08,1.3,"group_1852"
11.3416666666667,13.555,2.3,4.355,1.2,1.89,"group_1853"
12.0225,13.33,8.57857142857143,8.18333333333333,1.11,-1.05,"group_1854"
6.585,7.435,0.770714285714286,6.175,1.13,8.01,"group_1856"
12.95125,16.28625,4.25571428571429,5.15354166666667,1.26,1.21,"group_1857"
9.0475,8.18,0.118214285714286,1.23208333333333,-1.11,10.42,"group_1858"
10.80625,8.8525,0.00214285714285714,0.355625,-1.22,165.96,"group_1859"
17.9475,18.125625,1.96214285714286,2.91822916666667,1.01,1.49,"group_186"
14.44625,16.509375,0.487619047619048,0.722638888888889,1.14,1.48,"group_1860"
23.065,23.8,0.955714285714286,2.13729166666667,1.03,2.24,"group_1861"
12.19375,13.2325,1.95357142857143,0.820416666666667,1.09,-2.38,"group_1862"
65.0525,62.84,15.3678571428571,15.2729166666667,-1.04,-1.01,"group_1863"
12.7475,14.12125,0.763928571428571,1.914375,1.11,2.51,"group_1864"
13.09,11.40375,0.404285714285714,0.859166666666667,-1.15,2.13,"group_1865"
84.21,79.2525,7.24785714285714,20.9425,-1.06,2.89,"group_1866"
48.3825,50.175,3.29696428571429,5.8325,1.04,1.77,"group_1867"
10.8075,15.2825,0.233571428571429,1.01395833333333,1.41,4.34,"group_1868"
13.39125,12.61,1.77,4.82541666666667,-1.06,2.73,"group_1869"
15.4208333333333,18.1558333333333,7.47642857142857,11.0841666666667,1.18,1.48,"group_187"
13.99875,18.7275,1.33571428571429,2.88208333333333,1.34,2.16,"group_1870"
36.37,41.7125,5.02357142857143,4.9925,1.15,-1.01,"group_1871"
19.72,18.9225,4.57571428571429,5.60416666666667,-1.04,1.22,"group_1872"
7.2875,8.0575,3.87857142857143,9.07083333333333,1.11,2.34,"group_1873"
9.2825,11.66,8.40607142857143,13.49,1.26,1.6,"group_1874"
25.4875,25.8075,4.57714285714286,7.28625,1.01,1.59,"group_1875"
13.08125,13.47125,1.17964285714286,1.2,1.03,1.02,"group_1876"
49.5675,51.7725,2.145,4.0425,1.04,1.88,"group_18762"
85.2925,105.745,32.865,28.7554166666667,1.24,-1.14,"group_18764"
64.5225,65.0225,7.55357142857143,11.2029166666667,1.01,1.48,"group_18765"
