,logFC,logCPM,LR,PValue,FDR
3334,2.24165496366631,7.26398369672498,10.4566746658276,0.00122207071772504,0.0551380669985117
15619,-2.0892939304608,6.27998076017079,10.448808491406,0.00122728596467914,0.0551380669985117
12109,-1.19849597448645,10.4869898898304,10.4059232998397,0.00125611741732234,0.0552530021495498
8317,3.42816868320753,5.59851923878781,10.4042080623834,0.00125728471229863,0.0552530021495498
8116,-3.42978423429621,5.8035708372127,10.4010889878457,0.00125941019455832,0.0552530021495498
34890,2.96047820899131,6.72822348599046,10.4004582654973,0.00125984043989202,0.0552530021495498
15411,-1.42711241994462,10.6532563426923,10.3778867011449,0.00127533588011752,0.0552846241652525
8038,3.05089695814817,5.71417037847924,10.3775504828185,0.00127556814713531,0.0552846241652525
5948,2.76546109441282,5.61012262085683,10.3408967453861,0.0013011478397478,0.0560634928845717
2462,2.80058445267745,5.48771098113241,10.3085072948258,0.0013241834713798,0.0564953468502537
18851,3.18196769979628,5.33222984198987,10.3052736145592,0.00132650583673913,0.0564953468502537
19113,3.88216066519065,5.77565429817136,10.2747192591731,0.00134865393326432,0.0566772686083326
64,1.79434158844958,6.87771896466452,10.2711063816184,0.00135129744902656,0.0566772686083326
14939,-1.33949861436571,10.4908863935271,10.246893343005,0.00136914984776222,0.0566772686083326
9673,-3.65631933750177,5.41933274851493,10.2386891702184,0.00137525283152941,0.0566772686083326
3649,3.79199589665421,6.97903491297342,10.214096098368,0.00139371284515274,0.0566772686083326
12142,-1.52381499555818,10.026929838761,10.2028488160044,0.00140223866900882,0.0566772686083326
3318,-1.54317400537673,8.69117328056639,10.2025467020375,0.0014024684085188,0.0566772686083326
15258,-3.29788101336778,5.1747895463801,10.2006006610952,0.00140394916927561,0.0566772686083326
12483,2.20491552941315,6.35913023872256,10.1961134299172,0.00140736958127223,0.0566772686083326
10261,-1.61350923967369,8.41444228019574,10.1760277618526,0.00142278367929209,0.0566772686083326
2022,1.89640771591202,7.11727796669964,10.1685732189937,0.00142854782318705,0.0566772686083326
1177,3.01159403065496,6.20434779086964,10.1580082866941,0.00143675756845814,0.0566772686083326
34894,3.4253540030173,5.40899138657826,10.1497282384034,0.00144322516731062,0.0566772686083326
4653,2.47730588027126,6.24969803305399,10.1462633974044,0.00144594031844752,0.0566772686083326
9761,2.49469592540253,5.70980605783675,10.1377457178858,0.00145263702942616,0.0566772686083326
4577,2.08760871163881,8.26981047262739,10.1362008092957,0.00145385501723329,0.0566772686083326
9975,-1.82042373051922,9.38162240007405,10.1089668790799,0.00147549653214361,0.0570901264398179
24675,2.74598212530069,7.40324567698451,10.1034224967608,0.00147994220276944,0.0570901264398179
1493,2.82746036002921,5.3573442579528,10.0758527678189,0.00150225078779866,0.0576488739817737
19114,3.14637132965293,6.07888062209113,10.0506561092016,0.00152293692413282,0.0581398925233712
6862,3.05349498849951,6.3354313014306,10.0297320945449,0.00154033439080565,0.0582667898043554
7154,-1.70705308597606,7.69626208482463,10.027649343265,0.00154207709172765,0.0582667898043554
14768,-1.24956312848782,10.1604211437207,10.0059976144085,0.00156031246516299,0.0584128810033571
18932,-3.52914961189668,5.88900438189997,10.00080349514,0.00156471940857115,0.0584128810033571
8214,1.72465627017641,8.98274008470761,9.99491908990899,0.00156972725823354,0.0584128810033571
6047,2.87345813838365,5.42638438965309,9.97180748553703,0.00158955370566081,0.058853425644768
1111,2.59753244660905,8.00329519484785,9.92645431302648,0.00162920070270609,0.0597082031846787
5225,2.23937295140729,7.69165207156009,9.91771899134605,0.00163695128166464,0.0597082031846787
8069,2.23937295140729,7.69165207156009,9.91771899134605,0.00163695128166464,0.0597082031846787
541,3.35418258308399,5.1502193575746,9.90389227782528,0.00164929572520295,0.0598621226763316
1888,2.10546515559224,8.89984536018958,9.89296026206621,0.00165912252143868,0.0599236016566676
34841,-2.95998086163461,5.569011668952,9.87801634112951,0.00167265166481548,0.0601175486163925
4748,2.52076083887892,5.96393714588649,9.84294291317224,0.00170484531199596,0.060684489131172
9764,2.45012001160032,7.59640310572004,9.84288594873049,0.00170489810669824,0.060684489131172
3301,-2.1099507260117,10.8796781969899,9.80599365121535,0.00173944026544816,0.0611264251008419
1049,2.46690013495436,5.7472251610276,9.80310252636762,0.00174217699953847,0.0611264251008419
2721,2.61162664119017,7.80846712237243,9.80307542971575,0.00174220266981227,0.0611264251008419
8073,-3.08110979046147,5.26827502826445,9.77660058476846,0.00176746790489994,0.0614453296214579
10179,3.08278444354363,5.75831417590229,9.77607736919711,0.00176797093916247,0.0614453296214579
1390,2.35044848919018,5.83893508705589,9.73275277309537,0.00181013186633146,0.0625682877141975
1929,2.33446589524692,5.84215561990457,9.72552333726482,0.00181726568551008,0.0625682877141975
2966,-1.50438973646946,8.43788481821047,9.71587335762198,0.0018268324575349,0.0626051234749634
5368,-2.91638850661985,5.95586169966997,9.69394394631218,0.0018487630249717,0.0630633609629236
7991,2.90599830391908,5.25084564890829,9.6737099039317,0.00186923478617354,0.0634678428780031
15360,2.11592662453293,7.83052349837053,9.64573854620621,0.00189791373120772,0.0638080583341886
6953,3.11477884777495,6.9929836319819,9.62311059788298,0.00192144018727276,0.0638080583341886
12528,3.15204934604048,5.26488338592345,9.62264586823816,0.001921926456168,0.0638080583341886
9814,-1.24083341268148,8.65871665979197,9.62141196834878,0.00192321815015768,0.0638080583341886
3013,-1.3746993936763,8.61219065179265,9.61379093979212,0.00193121566348046,0.0638080583341886
7996,-1.3746993936763,8.61219065179265,9.61379093979212,0.00193121566348046,0.0638080583341886
5146,2.76719916517671,5.57893781751063,9.59665388056058,0.00194932267401278,0.0638973373545334
5200,2.57519359098192,5.87557518470873,9.59482769770986,0.00195126233778095,0.0638973373545334
12291,-1.27026974152046,9.89685545861544,9.57993976457669,0.00196714860047585,0.0641325260544516
15506,2.0087415520794,8.6623574649091,9.56268992093907,0.00198571922411577,0.0642020099304644
6142,2.16396052654333,6.19130639626104,9.55374329103256,0.00199542077552611,0.0642020099304644
6143,2.16396052654333,6.19130639626104,9.55374329103256,0.00199542077552611,0.0642020099304644
6802,-3.07514712861249,5.22201706256855,9.54339080882486,0.00200670680213812,0.0642844161658855
7051,-2.49549788050305,5.87474982791909,9.51472302766109,0.00203829867611825,0.0647078222254867
10086,-2.38880411178559,7.33842314832816,9.50756005730541,0.00204627070827068,0.0647078222254867
12289,-2.38880411178559,7.33842314832816,9.50756005730541,0.00204627070827068,0.0647078222254867
35093,3.06892734133309,5.10951918286009,9.49117504585017,0.00206462550271765,0.0650092337778789
12146,3.0408759200955,5.35432090808659,9.47814045554685,0.00207934626546538,0.0651941416338251
1249,2.35578113206405,6.36536125746125,9.42519061098695,0.0021402485078388,0.066819283922696
24825,2.44638549975112,6.84811998682854,9.40329590982303,0.00216595732720563,0.0670548369453752
8083,2.58787337211464,6.66507048348336,9.40326401608811,0.00216599500447873,0.0670548369453752
441,2.89646547985826,6.13283703397807,9.39458099928707,0.00217627734559519,0.0670912614324072
24975,3.3828297029365,5.05156281460359,9.35325604022047,0.00222589668808252,0.0681945308120774
8469,-2.29183324629936,6.11279313320278,9.34940747595967,0.00223057572281632,0.0681945308120774
3425,3.42868629304721,5.8869984135756,9.30851200880127,0.00228091653403201,0.0693284418425711
24959,3.21159217435704,5.18039940438168,9.2951514711314,0.00229761142830465,0.0693284418425711
10105,2.9406825889293,5.31377808646868,9.29325991200712,0.00229998505678334,0.0693284418425711
11953,3.08209445938533,5.18266998404178,9.28902964812482,0.00230530242283251,0.0693284418425711
11749,-1.77508864831085,7.85648274652142,9.26681183626139,0.00233343528529858,0.0698892324474794
15316,-2.79254340318766,6.93551541435224,9.22278225627593,0.00239022042794531,0.0713001785955507
11954,2.05215277101202,5.88144409514186,9.19385311779507,0.00242829187480264,0.071909037206344
8151,2.7463239907742,5.54398242954991,9.19245248102542,0.00243015068734794,0.071909037206344
6903,3.18628064676488,5.67759250098742,9.16003666345386,0.00247357613691444,0.0729012359071424
35068,2.15060654295684,8.58586238789424,9.15034041141347,0.00248671799937439,0.0729965666111175
3350,3.00494707242365,5.7125745331636,9.1123532017984,0.00253889047776704,0.0742323215880457
9996,-1.08652111846221,10.890832897832,9.09155398116242,0.00256792590145055,0.0747844981892791
3387,2.49942115588232,6.53202595636293,9.08145839693047,0.00258214047678717,0.074889619595262
9820,-3.15184275976165,5.17659513819368,9.07458501454538,0.00259186387035719,0.074889619595262
9806,-1.20838324744188,9.77734201109102,9.04695657133494,0.00263132475989226,0.075732815745649
24882,-2.81055715046024,6.83371267993535,9.03613710745419,0.00264694357755995,0.0758859154842869
12168,2.94459170527287,5.4864273294999,8.99303290886725,0.00271010837226798,0.0773956530498857
5421,3.20398153272257,5.07656768408074,8.93672817068568,0.00279492905378818,0.0795097964027463
24707,3.41366416747679,5.13101325985307,8.91481985968502,0.00282865712906843,0.0798844995638702
8447,-1.47458525147606,7.73050629102015,8.91409196560699,0.00282978479725436,0.0798844995638702
2492,1.9625508731263,6.62542076308242,8.89872917695811,0.00285369193762032,0.0800250834296013
8356,-2.72665956312993,6.37964810840154,8.89694154005424,0.00285648709853219,0.0800250834296013
213,3.25724942308704,5.91086973090395,8.86102417745692,0.00291324072775551,0.0810239158544479
1170,3.13642828943379,5.12591690398029,8.86046469200725,0.00291413378140997,0.0810239158544479
9890,3.08682470480592,5.08634968308961,8.83857380872158,0.00294929529518492,0.0812417091422514
9861,3.28469305314846,5.42419029914727,8.82516915420894,0.00297103851338357,0.0812417091422514
4732,2.75751817986143,6.31006145281959,8.81978016781109,0.00297982562369767,0.0812417091422514
10055,2.91989022440064,5.43271995276879,8.81879959893534,0.00298142734481455,0.0812417091422514
5333,2.62910751962208,5.66734520364775,8.81666297654885,0.00298492046409447,0.0812417091422514
12164,2.93257488413007,6.49806474759075,8.81189934152066,0.0029927234063207,0.0812417091422514
10069,-1.12763948810336,10.0376078058284,8.80044053185212,0.00301157817842288,0.0812417091422514
15034,2.80612712534318,6.09073035899186,8.79843026554255,0.0030148983701329,0.0812417091422514
4249,-2.26552905018,8.03782374305876,8.79461882583702,0.00302120362445397,0.0812417091422514
4188,2.91984810037158,5.63749906139884,8.78304968716233,0.00304042458610604,0.0814612667288339
6103,-1.19096150972996,11.1631296803427,8.75710599768913,0.00308398035962732,0.0823288669917901
19048,2.10836933330622,6.57834989897835,8.72483942640933,0.00313903714713131,0.083496121660879
12239,-1.26351020681339,9.46029952866716,8.71280274993785,0.00315983031493113,0.0835744446337905
1755,2.0788158210882,6.63585706012522,8.69267273711373,0.0031949178618653,0.0835744446337905
4610,-1.60222707410089,7.61712106166721,8.69209189869187,0.00319593614642142,0.0835744446337905
11778,-1.61153519983587,9.16849510570795,8.69133814372843,0.00319725806765572,0.0835744446337905
24693,3.11002683145384,5.22147896138628,8.69051850179694,0.00319869617083726,0.0835744446337905
34756,-1.09115015239486,10.365566046401,8.66951992762542,0.00323576422928168,0.0842442079199555
15582,3.06227412509651,6.18357940820973,8.6619771231525,0.00324918559834358,0.0842485973440948
15294,-1.93657387686256,7.44835879420013,8.6565923745536,0.00325880160736523,0.0842485973440948
12002,2.3769185861426,9.64460668320502,8.64079854115381,0.00328717317900676,0.0846849370032232
25016,2.77922439461367,5.44722081055545,8.63265478267348,0.00330190035170647,0.0846960612113196
9757,-2.31694743045118,5.48661360213714,8.62496725155791,0.00331586401309138,0.0846960612113196
3377,2.96643389894302,5.14768136160925,8.62155001591634,0.00332209034881533,0.0846960612113196
1461,1.93271760001066,7.22748742855421,8.60228103744157,0.00335742227533783,0.0853016804299625
12362,-1.8121691463562,7.66078307811838,8.5866819246124,0.00338630469578359,0.085739838482933
14617,-1.63037823039333,9.84408372300793,8.5755511263016,0.00340706814097019,0.085970130351604
9927,3.02969824334367,6.40208219644502,8.54890615706496,0.00345729912036245,0.0866276137880674
8443,3.03677265277944,5.60694447806564,8.54622176487454,0.00346240129081587,0.0866276137880674
6043,2.73079288589643,6.36643803415974,8.53926620856222,0.0034756572217717,0.0866276137880674
6058,3.39307810805428,6.22913355066732,8.53384783462672,0.00348601932779069,0.0866276137880674
5236,2.24418718361231,5.66477108416343,8.52935323775942,0.00349463863089728,0.0866276137880674
12235,-1.82068041960407,7.73586683708885,8.52403176554002,0.00350487165452059,0.0866276137880674
24966,2.61305555260001,7.58922883170132,8.50822019744236,0.00353545691283912,0.0866276137880674
24646,2.26711215236486,6.20453139343725,8.50701695730076,0.00353779549417718,0.0866276137880674
15563,2.8680592948497,6.45799353152185,8.50642825644716,0.00353894024839961,0.0866276137880674
4717,2.92488155661889,5.22597030882511,8.47898922917811,0.00359271665020793,0.087409127472261
1110,2.53400062684405,5.98540541669719,8.47562614034978,0.00359936471926444,0.087409127472261
1721,3.09900168797271,5.34643365390301,8.47025147043227,0.00361001521225825,0.087409127472261
8502,2.62448420856679,5.37045887342831,8.46607157048397,0.00361832028760038,0.087409127472261
11694,1.82570663839622,7.75585248823612,8.45466719287517,0.00364107869542521,0.0875355602422648
6192,2.12991103689898,7.26530347052071,8.44244695120273,0.00366562683563697,0.0875355602422648
