Row.names,logFC,logCPM,LR,PValue,gene_names
group_34931,-1.01227603339237,5.27903973421567,3.90940140769429,0.0480166970168301,GCSP|GCSP
group_35154,1.83125983320276,5.01810213773501,14.8884206193566,0.000114060977722425,MYCB2
group_35199,1.1328505747865,4.94639726117345,4.41410109791424,0.0356430533350476,DOCK9
group_35225,0.562582269307784,7.12728186961944,5.21047658212731,0.0224511796834352,KCC2G
group_35293,1.48881652658706,5.24028547499932,5.56786397532771,0.0182930631922621,PCLO
group_4130,0.546322865243549,6.54712182292538,4.2127877106046,0.0401203510041429,DCNL4
group_4198,1.09876688552262,4.43818068911305,4.01291958993909,0.0451528973556641,QSOX2
group_4566,0.946498595985159,4.98322464559901,3.94287494174506,0.0470702693931006,NUDC1
group_4606,-0.87574738865328,4.87259855705871,3.85775470095037,0.0495165514208132,ST2B1
group_4717,0.69210739848307,6.31314873879813,5.05216638253684,0.0245951685641502,CRIM1
group_4799,2.01877564668628,5.59753954405763,5.0300070627203,0.0249117968419412,ENV
group_5193,0.675614176866342,6.27362651329726,4.00195498790995,0.0454475202813336,CRCDL
group_5200,0.981820761137614,5.20701955032466,6.51707374773374,0.0106843659734568,UNC80
group_5278,1.20985495684305,4.90049976000963,5.0032783107791,0.025299355058916,RPC6
group_5326,-0.438458985940754,7.52346488267942,3.94554202030484,0.0469957117779371,SLIRP
group_547,1.41670457758679,4.85097558834873,8.97040339536374,0.00274388009187656,ANR27
group_587,0.63210664361646,5.94576739442873,4.56573140132537,0.0326177436164365,NFIB|NFIX
group_5953,-1.28043708452782,8.24246993746012,11.1949771672833,0.000820190468849475,HBA
group_6170,-1.18808482276002,5.24774154863662,9.17240606880133,0.00245691345495158,MCCB
group_6794,0.974519660631346,5.12836012083488,5.98884258934006,0.0143966455658392,BIVM
group_6903,1.0095042945402,5.67284686318016,8.00494196313029,0.0046649857743657,FCRL2
group_6920,-1.05290662343854,5.0353869662529,6.2162336810816,0.0126584111963092,ZBT25
group_6970,-0.468954200377938,7.18354357963598,4.32313109169703,0.0375976802710943,GPC5B
group_6975,-0.948897784056543,4.93331670472011,3.99150710639258,0.045730143316834,OAF
group_7175,1.09273051436147,5.06549737330941,4.32626515119984,0.0375285062197761,PRC2B
group_743,0.752700861364229,5.51814276851684,4.99418848839341,0.0254325767302653,NT5D3|NT5D2
group_8131,-0.476141627844644,7.98654551115447,4.22437558848631,0.0398472782453499,MLC1
group_8133,-0.80691695391185,5.21738228500297,4.32838989317633,0.0374816853818983,TACAN
group_8146,1.53456509771007,4.34408515217293,7.10315134912253,0.00769485446554829,RASF5
group_8230,0.918903594512121,5.82732766835467,6.58763105129839,0.0102689730040662,ASTRB|ASTRA
group_8242,0.485785302613191,7.74235566745793,4.09691093343792,0.0429616393345662,TAU
group_8257,1.03677614287791,4.87683178909671,4.79716889380052,0.0285065438658447,TMTC1
group_8328,-0.668749600605513,7.91199095782735,5.72386165771659,0.016735882674495,CD63
group_8464,-0.596725703037717,8.62227883333051,4.92586564232927,0.0264575440231782,PAFA
group_8482,0.766443793937742,5.55945532822446,4.13316213711685,0.0420507057643874,KLH24
group_8491,-0.819535045253107,8.42241210481425,4.65167057596009,0.0310233413483242,APOD
group_851,0.896906445002642,5.0869738592152,4.27760630994452,0.038617696662638,F16B1|F16B2
group_873,1.30949959689426,4.66928939987824,6.8350520226464,0.00893860903354441,NTNG1|NTNG2
group_9817,0.52212851932064,6.73371231102708,4.06330298083242,0.0438246991868624,THIC|TCPA
group_9859,-0.518541736128987,9.68530702661347,5.50512486374333,0.018960826407429,RL12
group_9902,0.562535730974894,5.99516613828665,3.87937727106673,0.0488826852450702,ZN251
