,logFC,logCPM,LR,PValue,FDR
15198,-2.54384774648535,4.65121398358444,17.9066209496387,2.32012554338255e-05,0.171828497742911
14974,-1.99585410920592,5.0415513706112,15.5475826261454,8.04544562365023e-05,0.281578533670759
35154,1.83125983320276,5.01810213773501,14.8884206193566,0.000114060977722425,0.281578533670759
25000,-1.43265827395269,6.68650066281738,11.6928140176713,0.000627419376310437,0.956879284188898
15179,-1.00782772231279,7.6414018810333,11.6384726241402,0.00064601625991689,0.956879284188898
5953,-1.28043708452782,8.24246993746012,11.1949771672833,0.000820190468849475,0.999803330491299
14821,-1.1553681971531,8.79808738350781,9.88100294430171,0.00166993890288571,0.999803330491299
15209,-0.943530746827368,5.77456477457784,9.40299138469103,0.00216631710136894,0.999803330491299
34647,-1.24448035862856,5.20034924246274,9.19346763925945,0.0024288033069856,0.999803330491299
6170,-1.18808482276002,5.24774154863662,9.17240606880133,0.00245691345495158,0.999803330491299
547,1.41670457758679,4.85097558834873,8.97040339536374,0.00274388009187656,0.999803330491299
6903,1.0095042945402,5.67284686318016,8.00494196313029,0.0046649857743657,0.999803330491299
11943,-0.653848699909775,7.63358188945567,7.64984103558374,0.00567773242881371,0.999803330491299
8146,1.53456509771007,4.34408515217293,7.10315134912253,0.00769485446554829,0.999803330491299
12036,-1.59180382528771,4.36203255459208,7.01693877871425,0.00807421555952963,0.999803330491299
873,1.30949959689426,4.66928939987824,6.8350520226464,0.00893860903354441,0.999803330491299
24769,-1.12228745294569,6.68889495398687,6.82125400688402,0.00900792952949053,0.999803330491299
19181,-0.601159528984605,6.59496093053397,6.65140697911085,0.00990775568662109,0.999803330491299
14960,0.904341915105385,5.73128214173032,6.64463501308468,0.00994548505303184,0.999803330491299
8230,0.918903594512121,5.82732766835467,6.58763105129839,0.0102689730040662,0.999803330491299
5200,0.981820761137614,5.20701955032466,6.51707374773374,0.0106843659734568,0.999803330491299
15516,-1.17709385384247,5.01411506413006,6.39807905505258,0.0114243911323349,0.999803330491299
34841,1.38361742690843,4.76678358841346,6.2740946343557,0.0122515701940017,0.999803330491299
1185,0.6440105413439,6.33696588334085,6.22255947827237,0.0126132644298613,0.999803330491299
6920,-1.05290662343854,5.0353869662529,6.2162336810816,0.0126584111963092,0.999803330491299
25076,-0.736711320364814,6.45873314036058,6.08729066087128,0.0136157718656405,0.999803330491299
11949,-0.864642642486372,6.68152135492466,6.04754732913416,0.0139256273112003,0.999803330491299
34796,1.35781640419232,5.28999882092384,5.99909829460435,0.0143131920132604,0.999803330491299
6794,0.974519660631346,5.12836012083488,5.98884258934006,0.0143966455658392,0.999803330491299
24767,-0.953766787999401,5.28151247656712,5.96411962637388,0.0145998884494957,0.999803330491299
1917,1.24044059419042,4.78951899899877,5.96288956674065,0.0146100773399594,0.999803330491299
34656,1.02879502958742,5.37279907865897,5.85158492351107,0.0155630286440579,0.999803330491299
3384,-0.85476614604299,5.49454414991991,5.82715423753801,0.0157806310109062,0.999803330491299
