"PRJNA252803__1","PRJNA252803__2","PRJNA529794__1","PRJNA529794__2","PRJNA252803_log2fc","PRJNA529794_log2fc","group_num"
36.5215,37.05775,0.24125,1.27772916666667,0.02,2.4,"group_10202"
15.0345,13.32175,1.07357142857143,1.46275,-0.17,0.45,"group_10203"
20.3215,20.3455,7.84628571428571,10.83075,0,0.47,"group_10204"
248.566,293.71775,1.29592857142857,2.837,0.24,1.13,"group_10205"
72.452,68.385,5.20835714285714,10.0145833333333,-0.08,0.94,"group_10206"
37.254,32.9135,12.8514285714286,16.7681666666667,-0.18,0.38,"group_10207"
12.01,9.11175,2.39535714285714,1.159125,-0.4,-1.05,"group_10208"
91.1125,77.5305,5.84003571428571,6.36308333333333,-0.23,0.12,"group_10209"
11.1301875,12.118375,0.417190476190476,1.039625,0.12,1.32,"group_1021"
216.4965,181.5475,30.6880714285714,38.9239583333333,-0.25,0.34,"group_10210"
47.408,39.54625,9.37907142857143,13.6940833333333,-0.26,0.55,"group_10211"
9.706,7.99475,5.47264285714286,2.53025,-0.28,-1.11,"group_10212"
15.02425,17.45475,1.613,2.21420833333333,0.22,0.46,"group_10213"
38.63825,42.8705,3.49835714285714,5.61091666666667,0.15,0.68,"group_10214"
10.7125,13.01925,0.0695,0.7175625,0.28,3.37,"group_10215"
36.86175,36.3845,15.4705714285714,19.156125,-0.02,0.31,"group_10216"
49.3355,41.47925,21.661,18.1605416666667,-0.25,-0.25,"group_10218"
13.50675,9.5495,0.964892857142857,2.01191666666667,-0.5,1.06,"group_10219"
19.00825,17.948375,1.66497619047619,4.47527777777778,-0.08,1.43,"group_1022"
9.56425,8.82125,1.01257142857143,1.42779166666667,-0.12,0.5,"group_10220"
24.629,23.5755,1.21492857142857,1.52595833333333,-0.06,0.33,"group_10222"
33.966,40.9225,7.69364285714286,8.72808333333333,0.27,0.18,"group_10223"
22.27,33.59,1.27460714285714,2.71202083333333,0.59,1.09,"group_10224"
24.3665,25.55175,11.7358571428571,10.8717083333333,0.07,-0.11,"group_10225"
169.09925,159.6305,13.5229285714286,22.9700416666667,-0.08,0.76,"group_10227"
12.58475,7.367,1.88778571428571,1.24804166666667,-0.77,-0.6,"group_10228"
10.99025,18.016,3.623,7.02533333333333,0.71,0.96,"group_10229"
50.739625,46.97425,7.25628571428571,6.54033333333333,-0.11,-0.15,"group_1023"
30.9775,23.59425,1.22096428571429,1.06429166666667,-0.39,-0.2,"group_10230"
24.32425,25.30925,2.73735714285714,1.599875,0.06,-0.77,"group_10231"
23.0745,23.45675,0.264285714285714,0.935583333333333,0.02,1.82,"group_10232"
6.12825,6.94525,0.481607142857143,0.944625,0.18,0.97,"group_10233"
27.9205,26.81275,6.88835714285714,7.3755,-0.06,0.1,"group_10234"
14.405,14.18725,0.943571428571429,3.80845833333333,-0.02,2.01,"group_10235"
7.064,8.84625,0.13,0.514208333333333,0.32,1.98,"group_10236"
35.20625,31.97475,3.03485714285714,3.470125,-0.14,0.19,"group_10237"
245.05725,220.24925,102.136071428571,99.809875,-0.15,-0.03,"group_10238"
45.1965,45.4775,5.72978571428571,7.88491666666667,0.01,0.46,"group_10239"
20.893,22.64725,7.60835714285714,7.86054166666667,0.12,0.05,"group_1024"
74.75025,78.03225,1.75192857142857,3.41516666666667,0.06,0.96,"group_10240"
11.00275,9.182,0.962428571428571,0.544208333333333,-0.26,-0.82,"group_10241"
72.8195,52.2335,8.09621428571429,15.1559166666667,-0.48,0.9,"group_10242"
13.73425,14.529,1.35271428571429,1.93633333333333,0.08,0.52,"group_10244"
24.7845,17.54425,5.14964285714286,10.8104166666667,-0.5,1.07,"group_10245"
5.87025,11.7495,0.921357142857143,4.52066666666667,1,2.29,"group_10246"
49.2815,51.0715,1.53985714285714,3.866625,0.05,1.33,"group_10247"
760.0625,802.42725,54.0497857142857,92.257125,0.08,0.77,"group_10248"
53.104,42.21025,7.516,7.146875,-0.33,-0.07,"group_10249"
23.966,21.206,1.16739285714286,1.10954166666667,-0.18,-0.07,"group_10250"
9.698,10.3085,0.621,1.102875,0.09,0.83,"group_10251"
10.7245,10.0365,2.11535714285714,0.6475,-0.1,-1.71,"group_10253"
102.31275,87.672,29.7485,33.445375,-0.22,0.17,"group_10254"
19.585,15.304,1.62592857142857,1.34416666666667,-0.36,-0.27,"group_10255"
18.18525,18.76225,1.23542857142857,1.12166666666667,0.05,-0.14,"group_10256"
41.69,36.526,5.478,2.84066666666667,-0.19,-0.95,"group_10257"
97.03175,88.3675,8.247,8.025375,-0.13,-0.04,"group_10258"
104.37175,102.972,3.06364285714286,5.65408333333333,-0.02,0.88,"group_10259"
14.154375,12.956875,0.318285714285714,3.59325,-0.13,3.5,"group_1026"
20.036,20.2225,4.34835714285714,7.53516666666667,0.01,0.79,"group_10260"
114.21125,92.0495,22.3467142857143,18.2792083333333,-0.31,-0.29,"group_10261"
9.98025,11.395,0.3585,0.840666666666667,0.19,1.23,"group_10262"
19.68175,19.96025,4.36235714285714,7.79058333333333,0.02,0.84,"group_10263"
19.851,19.89475,8.68342857142857,7.75895833333333,0,-0.16,"group_10264"
13.2915,10.50875,3.0325,4.63304166666667,-0.34,0.61,"group_10265"
77.0015,83.67125,7.21642857142857,11.98675,0.12,0.73,"group_10266"
118.03925,112.6075,25.3251428571429,46.7555416666667,-0.07,0.88,"group_10267"
10.153,13.02,0,0.322583333333333,0.36,Inf,"group_10269"
9.728125,10.429375,0.231214285714286,2.29033333333333,0.1,3.31,"group_1027"
71.50125,68.71625,1.94214285714286,1.91408333333333,-0.06,-0.02,"group_10270"
21.7455,16.181,1.53759523809524,2.50079166666667,-0.43,0.7,"group_10271"
14.94775,14.7605,3.2425,7.89420833333333,-0.02,1.28,"group_10272"
8.84675,5.357,1.14392857142857,2.52783333333333,-0.72,1.14,"group_10273"
20.16275,17.7005,1.0977619047619,1.34613888888889,-0.19,0.29,"group_10274"
20.79775,23.41975,7.82814285714286,12.2047083333333,0.17,0.64,"group_10275"
93.7885,97.458,40.9614285714286,91.226,0.06,1.16,"group_10276"
62.5895,56.70325,19.1555,20.9659166666667,-0.14,0.13,"group_10277"
81.07275,73.25025,27.0351428571429,31.741875,-0.15,0.23,"group_10278"
15.8756666666667,20.4478333333333,0.298285714285714,1.136625,0.37,1.93,"group_1028"
158.34675,164.192,3.45864285714286,4.644375,0.05,0.43,"group_10280"
9.2575,12.69725,0.261785714285714,0.405104166666667,0.46,0.63,"group_10281"
24.90325,19.83075,3.58314285714286,2.989125,-0.33,-0.26,"group_10283"
37.98725,27.97325,9.92014285714286,3.367125,-0.44,-1.56,"group_10284"
10.07,13.86575,4.8735,7.47545833333333,0.46,0.62,"group_10285"
