Row.names,PRJNA252803_logFC,PRJNA252803_PValue,PRJNA529794_logFC,PRJNA529794_PValue,Gene Name
Glb1,0.532067999152641,0.025869970740208,5.98889594162411,0.00058319595023002,GLB1
Gm26618,3.14503119057429,0.0023567101498888,3.83734895337305,0.0309815727445623,GM26618
Gm27151,-3.08814972422194,0.0055739919524205,5.30714920995779,0.00180740375232884,GM27151
Gm34583,1.21426577793988,0.0324855390526544,-1.91656933089172,0.0396081441124135,GM34583
Gm40371,1.66460077335046,0.0388692750377815,2.10848311944554,0.0250425638082133,GM40371
Gm41077,-1.80296546375508,0.0386667760515001,3.76919638860374,0.0136950706385209,GM41077
Gm46594,-1.8561767970402,0.0147717349826318,3.27863830622856,0.0423164012302052,GM46594
Gm46637,-2.28688876563072,0.02696082326047,-2.37409618887881,0.023371025336919,GM46637
Gm5089,-0.870318993252194,0.0445345487710157,2.0534035467519,0.036940942414737,GM5089
Gm51806,-3.67116562524943,0.0459631409096034,3.71841813109963,0.000468996563697746,GM51806
Gng11,-0.927079756589998,0.00803282785295416,-4.693687460838,0.00213392351693385,GNG11
Gpn3,-0.661549747526698,0.0332363685160678,4.08665533275316,0.0108660356858989,GPN3
Gpr26,0.495899776453093,0.0148399299786354,-2.77583328332987,0.049949605204207,GPR26
Gpr88,-0.560038026532341,0.00123675030344732,-3.93984446553358,0.0122573657127169,GPR88
Gtf2f1,0.455406765185973,0.0381324318244022,1.81062956961632,0.0361706743614447,GTF2F1
H13,0.560512472105528,0.00261645752746614,2.98602023652495,0.0020636318584903,H13
Hapln4,-0.385517593357545,0.0115571266847285,-5.49561902299518,0.000198201559128,HAPLN4
Hexb,-0.348616479145108,0.0399764762749729,3.15327480999983,0.0436753071067385,HEXB
Hrh3,0.63578912365532,0.0171557286844508,-4.09524306773767,0.00586369879531044,HRH3
Hspa1a,-1.07286270063786,0.00652014620981168,4.53104557625945,0.0052480066015406,HSPA1A
Htr4,1.47650880658726,0.00817981245581288,2.43648783447609,0.00614902713969019,HTR4
Icosl,-1.52739776035589,0.0436136048528224,1.87540123669997,0.0291608737757499,ICOSL
Igsf10,-0.975827493547278,0.0351360210616982,6.99107400785417,0.00140725304208428,IGSF10
Kcnj11,-0.967869367838826,0.0029363555743829,3.60205263432688,0.00472950233759062,KCNJ11
Klhl1,2.11564706840955,0.00100278730152078,-4.46432449600917,0.000650300302140438,KLHL1
Kpna2,1.75611176867222,0.00703578660276752,4.15854015931642,0.0227591119440811,KPNA2
Ksr2,0.944603203047773,0.00338229306873281,4.3006944044451,0.0322921734601456,KSR2
Lama2,-0.604023046503086,0.0397234421457658,3.67389014433297,0.0263819046848256,LAMA2
Lmo7,0.52816479742781,0.00585866845034196,1.85459238468181,0.0133157497232579,LMO7
LOC115487808,-3.76286157268959,0.0107415660729322,2.4931318282168,0.0192966331323343,LOC115487808
LOC118567548,-3.53003473322854,0.0041232727905353,3.40357742717879,0.0204219743266421,LOC118567548
Lpar1,-0.991136031992888,0.0311968064842801,-4.66740136794434,0.00517951840776422,LPAR1
Lrriq1,1.77292227075066,0.000469527083287729,5.58091147745297,0.00171592025323388,LRRIQ1
Ly6a,-0.539383976339122,0.0187845493861042,-3.98122811758511,0.00162024843894688,LY6A
Meis3,0.639884849624456,0.0442853393006558,3.2496600145869,0.0237407161014796,MEIS3
Mmab,0.565422747667588,0.0438439006623013,5.57734222117508,0.00107267032518903,MMAB
Mmp14,-0.607401206876737,0.0384191681230554,-3.06446244466139,0.0363307263312388,MMP14
Morn1,0.738838768101774,0.0259918585887615,4.3589437368197,0.00212187472137149,MORN1
mt-Rnr1,-0.525864273707676,0.0011680954245447,-1.88199477357315,0.00479672054885898,MT-RNR1
mt-Rnr2,-0.498878353209693,0.0015243517613347,-1.40950979316209,0.0178681594597363,MT-RNR2
Muc3a,1.73612565952467,0.0303864037480894,4.83443967490326,0.0217226596436492,MUC3A
Napb,0.310184214796263,0.039614726917248,1.842436551771,0.00735954808874544,NAPB
Nat10,0.699239289324571,0.00578833704297711,3.5725612926414,0.013663240565099,NAT10
Ndnf,-0.572195755006715,0.00747494067089917,-6.35534578080252,0.000118700095651242,NDNF
Ndor1,0.578478542685713,0.0456197344118578,6.40162973405981,2.86992851641138e-05,NDOR1
Nol4l,0.381440201070443,0.0313303282874374,3.54839040652946,0.020254177692771,NOL4L
Nphp3,-2.05936694744707,0.000249156726384462,7.5641203760671,8.56130677446644e-06,NPHP3
Nphp4,-1.03314347206721,0.0486213635010192,3.50542425103083,0.0295921298746869,NPHP4
Npr3,0.612355464956387,0.0296386765802847,-4.93157056244635,0.00149707804448073,NPR3
Nr4a3,0.380342309979403,0.0124599553680897,4.18033710144679,0.00158253110708701,NR4A3
Nrg2,1.09597329796862,0.00790375875071065,4.61301045190457,0.0146066147407495,NRG2
Nudcd1,0.528048454855582,0.0116607638455306,3.1680734483835,0.0257479155387082,NUDCD1
Nuf2,-2.62958977897373,0.0137581278051822,4.09132693544051,0.00318150923856256,NUF2
Oip5,2.54987845087903,0.0496135228826278,3.72783672767989,0.0149235135345399,OIP5
Oprm1,2.42037174728459,0.0106398099269902,-2.27117346382509,0.0460734189064638,OPRM1
Padi2,-0.777053647008154,0.00425415950459132,-4.21801259245047,0.0139208566509607,PADI2
Palld,-0.97442991414219,0.00125591581253951,-4.45029078268506,0.00460227518549746,PALLD
Panx1,0.471242841997845,0.0310487358809044,7.66672889544087,4.63192885989098e-05,PANX1
Pcdha11,0.901257997952786,0.0293877763302732,2.45403776599461,0.0140263648621556,PCDHA11
Pcdha9,1.31237807193568,0.0008286835511701,1.7117899591726,0.04133318078964,PCDHA9
Per1,0.523159752803461,0.00851392996579437,2.85615418189527,0.0193985978867803,PER1
Pigf,-0.704621326990358,0.0376460985543494,3.98339411128358,0.0242861822456114,PIGF
Pik3cg,-0.821926587537153,0.0408362329893012,0.899403226860887,0.0380946430811533,PIK3CG
Plek,-0.546429463402439,0.0366502796640374,6.34895433229331,6.48657647146298e-05,PLEK
Pls1,-0.568797704067113,0.0336126249436643,4.52907477828543,0.0227991513087643,PLS1
Pms2,0.741133877828241,0.00123768317004738,5.55948900435259,4.44473064952723e-05,PMS2
Pop4,-1.07817427703878,2.77102572789268e-05,4.3842080700445,0.00716834176824414,POP4
Pou3f1,0.521328248241917,0.0187291061995269,-2.99232571686642,0.0371467079932226,POU3F1
Prelp,-0.901346513147005,0.00196019673621537,-3.60193591368095,0.0229730955180711,PRELP
Ptar1,-0.385043128336555,0.0355119849975936,3.00224292502354,0.0260827534445696,PTAR1
Ranbp17,0.960699943316536,0.0138170305322839,4.96827381304681,0.00403893906421814,RANBP17
Rasgef1b,-0.314061345868172,0.0443228968626623,-5.78827012939854,0.00369666776427151,RASGEF1B
Rbm41,-0.786605716487755,0.0115858766084232,3.90418251765729,0.0113439517180705,RBM41
Rmdn1,-1.09051677229624,0.00208193902168552,5.00991562855338,0.00639358880420621,RMDN1
Rnf122,-0.979116707778177,0.0451780475808111,-3.96487851364907,0.00681351506253842,RNF122
Rreb1,-1.80771551822054,0.000884701630772212,2.46037222640272,0.0297805270503781,RREB1
Ryr3,0.760729677238284,0.0318848488603094,2.49053849808054,0.0230095365256101,RYR3
Samd11,-2.90765671134129,0.0312731634043121,4.1260270310079,0.00598228130025845,SAMD11
Sgsm3,0.517828709332602,0.0456085606482851,3.55166281974676,0.00942759492126552,SGSM3
Six3,-2.46416125169935,0.00540144259130795,-5.39429072766089,0.000711364260629368,SIX3
Slc14a1,-0.514132943368707,0.0318460050363102,-3.72553832943894,0.0181399723795969,SLC14A1
Slc1a3,-0.37910367688812,0.0150415604630198,-3.11091682219231,0.00026981536710656,SLC1A3
Slc25a38,0.72330498734806,0.0213977132049476,4.89701635862744,0.00365387714633651,SLC25A38
Slc6a12,-2.90871635944415,0.0082087655040014,-2.87019427614301,0.00617480747883857,SLC6A12
Slc7a11,-0.468410939428784,0.0192509396784339,-3.96528850365205,0.0137074033822315,SLC7A11
Slc7a2,-0.624216372053546,0.00371632934354988,-4.62173959110938,0.0017419944882253,SLC7A2
Slitrk6,-3.26657722785192,0.0459790872577276,-3.62953967657466,0.00362793633185585,SLITRK6
Slx4,0.595858094454089,0.0164655255344867,3.08480277303104,0.0496207768833277,SLX4
Smco3,-2.22464221002462,0.00405962581842556,-3.12240711747351,0.00340615281917117,SMCO3
Smg9,0.669453993716875,0.0483144015759431,5.66899322726939,0.00156852066902445,SMG9
Snapc4,0.775214012161735,0.0266075924142303,5.13372436718864,0.000284618258677898,SNAPC4
Snhg5,-1.52389148094043,0.0123254354828786,4.49528991626217,0.00382618842169532,SNHG5
Sowahc,-0.777957151108937,0.00472379480540901,4.61603209911555,0.00702702704145643,SOWAHC
Spen,0.481426178683813,0.0113775958444786,2.18259417500216,0.0413281425137055,SPEN
Srsf4,0.535369823269468,0.0443728928856004,3.49568494422172,0.0445251311935468,SRSF4
Sst,0.363351409655489,0.0308114135517793,-4.6516194431115,0.0136539410935963,SST
Stk38,-0.540930175240344,0.0219102240542075,4.02201690443348,0.0202367009877665,STK38
Sv2c,-0.516965076117958,0.014734909289059,3.2552080082404,0.00205263400739966,SV2C
Tbc1d20,0.630460398123759,0.00291661671992755,2.69106305628181,0.0311421404530948,TBC1D20
Tcf7l2,-0.901956530091937,0.0484500694511887,-5.32196475844336,6.45574889759399e-06,TCF7L2
Tfip11,0.658977084420233,0.00876661955313018,6.32480645142579,0.0015962903404951,TFIP11
Tm4sf1,-0.890153485408753,0.0102050995128377,-6.44471243733671,2.79963365550626e-05,TM4SF1
Tmem100,-0.962302994185202,4.73421520486248e-05,-3.54985052486087,0.0292477218327413,TMEM100
Tmem163,0.71977819772298,0.0194925392780648,-4.25156733736994,0.00102780331465253,TMEM163
Tmem218,-0.496144873287572,0.0248953270071849,-6.11989159794119,0.00092256621080323,TMEM218
Tmem243,-0.722147995661565,0.0472330322155024,3.35567838107028,0.0133155097880556,TMEM243
Tnik,0.407311917596579,0.0112702465782121,1.99557622066951,0.0208775420784958,TNIK
Tril,-0.388373692298131,0.0273783199346567,-6.37628314014812,0.00082071074918044,TRIL
TrnP,-0.836119938891252,0.00439724669914372,-2.62522473033418,0.00563936237614924,TRNP
Unc45a,0.819763692929407,0.0186243740490678,6.21072096506384,0.000108987000674907,UNC45A
Vcpkmt,-0.660164452989762,0.0183815512296031,5.86569759439632,0.000545206926795518,VCPKMT
Vps13b,0.442753350139406,0.0189057105228622,2.95622620888877,0.00301746330570731,VPS13B
Vwa5b2,0.876251670985183,0.0461266292344301,5.98150167380374,0.000122124305273526,VWA5B2
Washc1,0.704132116901419,0.0250281697109986,6.38245614939224,0.000447184476529911,WASHC1
Zfp189,0.596469186521705,0.0462640480950922,4.47438086317361,0.00803113474673831,ZFP189
Zfp40,-0.635256503512015,0.00726281223380767,3.52230796236902,0.00200478377499348,ZFP40
Zfp52,-0.841723103350473,0.0470279017379081,3.8520657968131,0.00695093912955715,ZFP52
Zfp629,0.453316237059119,0.0431630164622362,4.19488971753092,0.0175154132550119,ZFP629
Zscan18,0.51676324754508,0.0204792088604015,3.83102661941894,0.0267521997593942,ZSCAN18
Zyx,0.706909173854737,0.0138112900503982,6.35105679048999,0.000738786163896152,ZYX
Zzef1,0.421670568273686,0.0167654826768779,2.39956781798499,0.0350842542817485,ZZEF1
